"UU2020";"UU2020lib";"TUU2017";"TDUU2017";"TYPE_UU2020";"NB_COM";"UU2020libNCC";"REG_dom";"DEP_dom";"DEPshort_dom";"regdep"
"27501";"Évreux";5;51;2;4;"EVREUX";"28";"27";"27-Eur";"NOR/27-Eur"
"28000";"Communes hors unité urbaine du département 28";0;0;0;305;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 28";"24";"28";"28-EeL";"CVL/28-EeL"
"28101";"Abondant";1;11;1;1;"ABONDANT";"24";"28";"28-EeL";"CVL/28-EeL"
"28102";"Toury";1;12;1;1;"TOURY";"24";"28";"28-EeL";"CVL/28-EeL"
"28103";"Châteauneuf-en-Thymerais";1;12;1;1;"CHATEAUNEUF EN THYMERAIS";"24";"28";"28-EeL";"CVL/28-EeL"
"28104";"Saint-Georges-sur-Eure";1;12;1;1;"SAINT GEORGES SUR EURE";"24";"28";"28-EeL";"CVL/28-EeL"
"28105";"Courville-sur-Eure";1;12;1;1;"COURVILLE SUR EURE";"24";"28";"28-EeL";"CVL/28-EeL"
"28106";"Senonches";1;13;1;1;"SENONCHES";"24";"28";"28-EeL";"CVL/28-EeL"
"28107";"Illiers-Combray";1;13;1;1;"ILLIERS COMBRAY";"24";"28";"28-EeL";"CVL/28-EeL"
"28108";"La Loupe";1;13;2;2;"LA LOUPE";"24";"28";"28-EeL";"CVL/28-EeL"
"28109";"Les Villages Vovéens";1;13;1;1;"LES VILLAGES VOVEENS";"24";"28";"28-EeL";"CVL/28-EeL"
"28110";"Jouy";1;13;2;2;"JOUY";"24";"28";"28-EeL";"CVL/28-EeL"
"28201";"Brou";2;21;2;2;"BROU";"24";"28";"28-EeL";"CVL/28-EeL"
"28202";"Bonneval";2;21;1;1;"BONNEVAL";"24";"28";"28-EeL";"CVL/28-EeL"
"28203";"Cloyes-les-Trois-Rivières";2;21;1;1;"CLOYES LES TROIS RIVIERES";"24";"28";"28-EeL";"CVL/28-EeL"
"28204";"Gallardon";2;21;2;3;"GALLARDON";"24";"28";"28-EeL";"CVL/28-EeL"
"28205";"Auneau-Bleury-Saint-Symphorien";2;21;1;1;"AUNEAU BLEURY SAINT SYMPHORIEN";"24";"28";"28-EeL";"CVL/28-EeL"
"28206";"Maintenon";2;22;2;2;"MAINTENON";"24";"28";"28-EeL";"CVL/28-EeL"
"28207";"Nogent-le-Roi";2;22;2;5;"NOGENT LE ROI";"24";"28";"28-EeL";"CVL/28-EeL"
"28208";"Nogent-le-Rotrou";2;22;1;1;"NOGENT LE ROTROU";"24";"28";"28-EeL";"CVL/28-EeL"
"28301";"Châteaudun";3;32;2;4;"CHATEAUDUN";"24";"28";"28-EeL";"CVL/28-EeL"
"28401";"Dreux";4;44;2;6;"DREUX";"24";"28";"28-EeL";"CVL/28-EeL"
"28501";"Chartres";5;52;2;9;"CHARTRES";"24";"28";"28-EeL";"CVL/28-EeL"
"29000";"Communes hors unité urbaine du département 29";0;0;0;166;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 29";"53";"29";"29-Fin";"BRE/29-Fin"
"29101";"Saint-Pabu";1;11;1;1;"SAINT PABU";"53";"29";"29-Fin";"BRE/29-Fin"
"29102";"Lampaul-Plouarzel";1;11;1;1;"LAMPAUL PLOUARZEL";"53";"29";"29-Fin";"BRE/29-Fin"
"29103";"Kerlouan";1;11;1;1;"KERLOUAN";"53";"29";"29-Fin";"BRE/29-Fin"
"29104";"Hôpital-Camfrout";1;11;1;1;"HOPITAL CAMFROUT";"53";"29";"29-Fin";"BRE/29-Fin"
"29105";"Plonéis";1;11;1;1;"PLONEIS";"53";"29";"29-Fin";"BRE/29-Fin"
"29106";"Camaret-sur-Mer";1;12;1;1;"CAMARET SUR MER";"53";"29";"29-Fin";"BRE/29-Fin"
"29107";"Névez";1;12;1;1;"NEVEZ";"53";"29";"29-Fin";"BRE/29-Fin"
"29108";"Le Conquet";1;12;1;1;"LE CONQUET";"53";"29";"29-Fin";"BRE/29-Fin"
"29109";"Pont-Aven";1;12;1;1;"PONT AVEN";"53";"29";"29-Fin";"BRE/29-Fin"
"29110";"Plouvorn";1;12;1;1;"PLOUVORN";"53";"29";"29-Fin";"BRE/29-Fin"
"29111";"Plozévet";1;12;1;1;"PLOZEVET";"53";"29";"29-Fin";"BRE/29-Fin"
"29112";"Saint-Thégonnec Loc-Eguiner";1;13;1;1;"SAINT THEGONNEC LOC EGUINER";"53";"29";"29-Fin";"BRE/29-Fin"
"29113";"Pleyber-Christ";1;13;1;1;"PLEYBER CHRIST";"53";"29";"29-Fin";"BRE/29-Fin"
"29114";"Lanmeur";1;13;2;2;"LANMEUR";"53";"29";"29-Fin";"BRE/29-Fin"
"29115";"Saint-Thonan";1;13;2;2;"SAINT THONAN";"53";"29";"29-Fin";"BRE/29-Fin"
"29116";"Plougasnou";1;13;2;2;"PLOUGASNOU";"53";"29";"29-Fin";"BRE/29-Fin"
"29117";"Plouescat";1;13;1;1;"PLOUESCAT";"53";"29";"29-Fin";"BRE/29-Fin"
"29118";"Saint-Évarzec";1;13;1;1;"SAINT EVARZEC";"53";"29";"29-Fin";"BRE/29-Fin"
"29119";"Bourg-Blanc";1;13;1;1;"BOURG BLANC";"53";"29";"29-Fin";"BRE/29-Fin"
"29120";"Landéda";1;13;1;1;"LANDEDA";"53";"29";"29-Fin";"BRE/29-Fin"
"29121";"Pleyben";1;13;1;1;"PLEYBEN";"53";"29";"29-Fin";"BRE/29-Fin"
"29122";"Châteauneuf-du-Faou";1;13;1;1;"CHATEAUNEUF DU FAOU";"53";"29";"29-Fin";"BRE/29-Fin"
"29123";"Loperhet";1;13;1;1;"LOPERHET";"53";"29";"29-Fin";"BRE/29-Fin"
"29124";"Plouvien";1;13;1;1;"PLOUVIEN";"53";"29";"29-Fin";"BRE/29-Fin"
"29125";"Cléder";1;13;1;1;"CLEDER";"53";"29";"29-Fin";"BRE/29-Fin"
"29126";"Pont-de-Buis-lès-Quimerch";1;13;1;1;"PONT DE BUIS LES QUIMERCH";"53";"29";"29-Fin";"BRE/29-Fin"
"29127";"Plomelin";1;14;1;1;"PLOMELIN";"53";"29";"29-Fin";"BRE/29-Fin"
"29128";"Plougonvelin";1;14;1;1;"PLOUGONVELIN";"53";"29";"29-Fin";"BRE/29-Fin"
"29129";"Riec-sur-Bélon";1;14;1;1;"RIEC SUR BELON";"53";"29";"29-Fin";"BRE/29-Fin"
"29130";"Milizac-Guipronvel";1;14;1;1;"MILIZAC GUIPRONVEL";"53";"29";"29-Fin";"BRE/29-Fin"
"29131";"Carantec";1;14;2;2;"CARANTEC";"53";"29";"29-Fin";"BRE/29-Fin"
"29201";"Locmaria-Plouzané";2;21;1;1;"LOCMARIA PLOUZANE";"53";"29";"29-Fin";"BRE/29-Fin"
"29202";"Plouigneau";2;21;1;1;"PLOUIGNEAU";"53";"29";"29-Fin";"BRE/29-Fin"
"29203";"Porspoder";2;21;2;4;"PORSPODER";"53";"29";"29-Fin";"BRE/29-Fin"
"29204";"Scaër";2;21;1;1;"SCAER";"53";"29";"29-Fin";"BRE/29-Fin"
"29205";"Châteaulin";2;21;2;2;"CHATEAULIN";"53";"29";"29-Fin";"BRE/29-Fin"
"29206";"Bannalec";2;21;1;1;"BANNALEC";"53";"29";"29-Fin";"BRE/29-Fin"
"29207";"Plonéour-Lanvern";2;21;1;1;"PLONEOUR LANVERN";"53";"29";"29-Fin";"BRE/29-Fin"
"29208";"Ploudalmézeau";2;21;1;1;"PLOUDALMEZEAU";"53";"29";"29-Fin";"BRE/29-Fin"
"29209";"Crozon";2;22;1;1;"CROZON";"53";"29";"29-Fin";"BRE/29-Fin"
"29210";"Plouhinec-Audierne";2;22;2;2;"PLOUHINEC AUDIERNE";"53";"29";"29-Fin";"BRE/29-Fin"
"29211";"Rosporden";2;22;1;1;"ROSPORDEN";"53";"29";"29-Fin";"BRE/29-Fin"
"29212";"Briec";2;22;2;2;"BRIEC";"53";"29";"29-Fin";"BRE/29-Fin"
"29213";"Guilers";2;22;1;1;"GUILERS";"53";"29";"29-Fin";"BRE/29-Fin"
"29214";"Saint-Renan";2;22;1;1;"SAINT RENAN";"53";"29";"29-Fin";"BRE/29-Fin"
"29215";"Plabennec";2;22;1;1;"PLABENNEC";"53";"29";"29-Fin";"BRE/29-Fin"
"29301";"Moëlan-sur-Mer";3;31;2;2;"MOELAN SUR MER";"53";"29";"29-Fin";"BRE/29-Fin"
"29302";"Landivisiau";3;31;2;2;"LANDIVISIAU";"53";"29";"29-Fin";"BRE/29-Fin"
"29303";"Plouguerneau-Lannilis";3;31;2;2;"PLOUGUERNEAU LANNILIS";"53";"29";"29-Fin";"BRE/29-Fin"
"29304";"Saint-Pol-de-Léon";3;31;2;3;"SAINT POL DE LEON";"53";"29";"29-Fin";"BRE/29-Fin"
"29305";"Lesneven";3;31;2;4;"LESNEVEN";"53";"29";"29-Fin";"BRE/29-Fin"
"29306";"Douarnenez";3;31;1;1;"DOUARNENEZ";"53";"29";"29-Fin";"BRE/29-Fin"
"29307";"Quimperlé";3;31;2;2;"QUIMPERLE";"53";"29";"29-Fin";"BRE/29-Fin"
"29308";"Pont-l'Abbé";3;31;2;4;"PONT L ABBE";"53";"29";"29-Fin";"BRE/29-Fin"
"29309";"Landerneau";3;32;2;3;"LANDERNEAU";"53";"29";"29-Fin";"BRE/29-Fin"
"29401";"Penmarch";4;41;2;7;"PENMARCH";"53";"29";"29-Fin";"BRE/29-Fin"
"29402";"Fouesnant";4;41;2;6;"FOUESNANT";"53";"29";"29-Fin";"BRE/29-Fin"
"29403";"Morlaix";4;42;2;4;"MORLAIX";"53";"29";"29-Fin";"BRE/29-Fin"
"29404";"Concarneau";4;42;2;2;"CONCARNEAU";"53";"29";"29-Fin";"BRE/29-Fin"
"29501";"Quimper";5;52;2;3;"QUIMPER";"53";"29";"29-Fin";"BRE/29-Fin"
"29701";"Brest";7;71;2;7;"BREST";"53";"29";"29-Fin";"BRE/29-Fin"
"2A000";"Communes hors unité urbaine du département 2A";0;0;0;110;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 2A";"94";"2A";"2A-CdS";"COR/2A-CdS"
"2A101";"Bonifacio";1;13;1;1;"BONIFACIO";"94";"2A";"2A-CdS";"COR/2A-CdS"
"2A102";"Grosseto-Prugna";1;13;1;1;"GROSSETO PRUGNA";"94";"2A";"2A-CdS";"COR/2A-CdS"
"2A103";"Sartène";1;13;1;1;"SARTENE";"94";"2A";"2A-CdS";"COR/2A-CdS"
"2A104";"Albitreccia";1;13;2;2;"ALBITRECCIA";"94";"2A";"2A-CdS";"COR/2A-CdS"
"2A105";"Bastelicaccia";1;13;1;1;"BASTELICACCIA";"94";"2A";"2A-CdS";"COR/2A-CdS"
"2A106";"Propriano";1;14;2;2;"PROPRIANO";"94";"2A";"2A-CdS";"COR/2A-CdS"
"2A301";"Porto-Vecchio";3;31;1;1;"PORTO VECCHIO";"94";"2A";"2A-CdS";"COR/2A-CdS"
"2A501";"Ajaccio";5;52;2;5;"AJACCIO";"94";"2A";"2A-CdS";"COR/2A-CdS"
"2B000";"Communes hors unité urbaine du département 2B";0;0;0;210;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 2B";"94";"2B";"2B-HCo";"COR/2B-HCo"
"2B101";"Prunelli-di-Fiumorbo";1;13;1;1;"PRUNELLI DI FIUMORBO";"94";"2B";"2B-HCo";"COR/2B-HCo"
"2B102";"Ghisonaccia";1;14;1;1;"GHISONACCIA";"94";"2B";"2B-HCo";"COR/2B-HCo"
"2B103";"L'Île-Rousse";1;14;2;2;"L ILE ROUSSE";"94";"2B";"2B-HCo";"COR/2B-HCo"
"2B201";"Calvi";2;21;1;1;"CALVI";"94";"2B";"2B-HCo";"COR/2B-HCo"
"2B202";"Corte";2;22;1;1;"CORTE";"94";"2B";"2B-HCo";"COR/2B-HCo"
"2B203";"Penta-di-Casinca";2;22;2;7;"PENTA DI CASINCA";"94";"2B";"2B-HCo";"COR/2B-HCo"
"2B401";"Borgo";4;41;2;6;"BORGO";"94";"2B";"2B-HCo";"COR/2B-HCo"
"2B501";"Bastia";5;51;2;7;"BASTIA";"94";"2B";"2B-HCo";"COR/2B-HCo"
"30000";"Communes hors unité urbaine du département 30";0;0;0;228;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 30";"76";"30";"30-Gar";"OCC/30-Gar"
"30101";"Saint-Victor-la-Coste";1;11;1;1;"SAINT VICTOR LA COSTE";"76";"30";"30-Gar";"OCC/30-Gar"
"30102";"Fons";1;11;2;2;"FONS";"76";"30";"30-Gar";"OCC/30-Gar"
"30103";"La Calmette";1;11;1;1;"LA CALMETTE";"76";"30";"30-Gar";"OCC/30-Gar"
"30104";"Aubord";1;11;1;1;"AUBORD";"76";"30";"30-Gar";"OCC/30-Gar"
"30105";"Le Cailar";1;11;1;1;"LE CAILAR";"76";"30";"30-Gar";"OCC/30-Gar"
"30106";"Saint-Jean-du-Gard";1;11;1;1;"SAINT JEAN DU GARD";"76";"30";"30-Gar";"OCC/30-Gar"
"30107";"Connaux";1;12;2;2;"CONNAUX";"76";"30";"30-Gar";"OCC/30-Gar"
"30108";"Saint-Quentin-la-Poterie";1;13;2;2;"SAINT QUENTIN LA POTERIE";"76";"30";"30-Gar";"OCC/30-Gar"
"30109";"Saint-Laurent-d'Aigouze";1;13;1;1;"SAINT LAURENT D AIGOUZE";"76";"30";"30-Gar";"OCC/30-Gar"
"30110";"Quissac";1;13;2;2;"QUISSAC";"76";"30";"30-Gar";"OCC/30-Gar"
"30111";"Saint-Geniès-de-Malgoirès";1;13;2;2;"SAINT GENIES DE MALGOIRES";"76";"30";"30-Gar";"OCC/30-Gar"
"30112";"Jonquières-Saint-Vincent";1;13;1;1;"JONQUIERES SAINT VINCENT";"76";"30";"30-Gar";"OCC/30-Gar"
"30113";"Poulx";1;13;1;1;"POULX";"76";"30";"30-Gar";"OCC/30-Gar"
"30114";"Saint-Hippolyte-du-Fort";1;13;1;1;"SAINT HIPPOLYTE DU FORT";"76";"30";"30-Gar";"OCC/30-Gar"
"30115";"Générac";1;14;1;1;"GENERAC";"76";"30";"30-Gar";"OCC/30-Gar"
"30116";"Aramon";1;14;1;1;"ARAMON";"76";"30";"30-Gar";"OCC/30-Gar"
"30117";"Clarensac";1;14;1;1;"CLARENSAC";"76";"30";"30-Gar";"OCC/30-Gar"
"30118";"Bessèges";1;14;2;3;"BESSEGES";"76";"30";"30-Gar";"OCC/30-Gar"
"30119";"Beauvoisin";1;14;1;1;"BEAUVOISIN";"76";"30";"30-Gar";"OCC/30-Gar"
"30120";"Garons";1;14;1;1;"GARONS";"76";"30";"30-Gar";"OCC/30-Gar"
"30121";"Langlade";1;14;2;3;"LANGLADE";"76";"30";"30-Gar";"OCC/30-Gar"
"30201";"Saint-Laurent-des-Arbres";2;21;2;2;"SAINT LAURENT DES ARBRES";"76";"30";"30-Gar";"OCC/30-Gar"
"30202";"Roquemaure";2;21;1;1;"ROQUEMAURE";"76";"30";"30-Gar";"OCC/30-Gar"
"30203";"Aimargues";2;21;1;1;"AIMARGUES";"76";"30";"30-Gar";"OCC/30-Gar"
"30204";"Calvisson";2;21;1;1;"CALVISSON";"76";"30";"30-Gar";"OCC/30-Gar"
"30205";"Bezouce";2;21;2;3;"BEZOUCE";"76";"30";"30-Gar";"OCC/30-Gar"
"30206";"Pujaut";2;21;2;2;"PUJAUT";"76";"30";"30-Gar";"OCC/30-Gar"
"30207";"Bouillargues";2;21;1;1;"BOUILLARGUES";"76";"30";"30-Gar";"OCC/30-Gar"
"30208";"Le Vigan";2;22;2;6;"LE VIGAN";"76";"30";"30-Gar";"OCC/30-Gar"
"30209";"Bellegarde";2;22;1;1;"BELLEGARDE";"76";"30";"30-Gar";"OCC/30-Gar"
"30210";"Rochefort-du-Gard";2;22;1;1;"ROCHEFORT DU GARD";"76";"30";"30-Gar";"OCC/30-Gar"
"30211";"Sommières";2;22;2;3;"SOMMIERES";"76";"30";"30-Gar";"OCC/30-Gar"
"30212";"Aigues-Mortes";2;22;1;1;"AIGUES MORTES";"76";"30";"30-Gar";"OCC/30-Gar"
"30213";"Vergèze";2;22;2;3;"VERGEZE";"76";"30";"30-Gar";"OCC/30-Gar"
"30214";"La Grand-Combe";2;22;2;4;"LA GRAND COMBE";"76";"30";"30-Gar";"OCC/30-Gar"
"30301";"Manduel";3;31;2;2;"MANDUEL";"76";"30";"30-Gar";"OCC/30-Gar"
"30302";"Vauvert";3;31;1;1;"VAUVERT";"76";"30";"30-Gar";"OCC/30-Gar"
"30303";"Uzès";3;31;2;4;"UZES";"76";"30";"30-Gar";"OCC/30-Gar"
"30304";"Montfrin";3;31;2;6;"MONTFRIN";"76";"30";"30-Gar";"OCC/30-Gar"
"30305";"Saint-Gilles";3;31;1;1;"SAINT GILLES";"76";"30";"30-Gar";"OCC/30-Gar"
"30306";"Pont-Saint-Esprit";3;31;2;4;"PONT SAINT ESPRIT";"76";"30";"30-Gar";"OCC/30-Gar"
"30401";"Bagnols-sur-Cèze";4;42;2;5;"BAGNOLS SUR CEZE";"76";"30";"30-Gar";"OCC/30-Gar"
"30501";"Alès";5;52;2;22;"ALES";"76";"30";"30-Gar";"OCC/30-Gar"
"30601";"Nîmes";6;62;2;9;"NIMES";"76";"30";"30-Gar";"OCC/30-Gar"
"31000";"Communes hors unité urbaine du département 31";0;0;0;440;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 31";"76";"31";"31-HGa";"OCC/31-HGa"
"31101";"Le Fauga";1;11;1;1;"LE FAUGA";"76";"31";"31-HGa";"OCC/31-HGa"
"31102";"Lévignac";1;11;1;1;"LEVIGNAC";"76";"31";"31-HGa";"OCC/31-HGa"
"31103";"Boussens";1;11;2;3;"BOUSSENS";"76";"31";"31-HGa";"OCC/31-HGa"
"31104";"Saint-Sulpice-sur-Lèze";1;11;1;1;"SAINT SULPICE SUR LEZE";"76";"31";"31-HGa";"OCC/31-HGa"
"31105";"Montgiscard";1;11;1;1;"MONTGISCARD";"76";"31";"31-HGa";"OCC/31-HGa"
"31106";"Caraman";1;12;1;1;"CARAMAN";"76";"31";"31-HGa";"OCC/31-HGa"
"31107";"Labastidette";1;12;1;1;"LABASTIDETTE";"76";"31";"31-HGa";"OCC/31-HGa"
"31108";"Rieux";1;12;1;1;"RIEUX";"76";"31";"31-HGa";"OCC/31-HGa"
"31109";"Martres-Tolosane";1;12;2;2;"MARTRES TOLOSANE";"76";"31";"31-HGa";"OCC/31-HGa"
"31110";"Ayguesvives";1;12;1;1;"AYGUESVIVES";"76";"31";"31-HGa";"OCC/31-HGa"
"31111";"Salies-du-Salat";1;12;2;2;"SALIES DU SALAT";"76";"31";"31-HGa";"OCC/31-HGa"
"31112";"Buzet-sur-Tarn";1;12;1;1;"BUZET SUR TARN";"76";"31";"31-HGa";"OCC/31-HGa"
"31113";"Bérat";1;13;1;1;"BERAT";"76";"31";"31-HGa";"OCC/31-HGa"
"31114";"Montesquieu-Volvestre";1;13;1;1;"MONTESQUIEU VOLVESTRE";"76";"31";"31-HGa";"OCC/31-HGa"
"31115";"Lavernose-Lacasse";1;13;1;1;"LAVERNOSE LACASSE";"76";"31";"31-HGa";"OCC/31-HGa"
"31116";"Lauzerville";1;13;2;2;"LAUZERVILLE";"76";"31";"31-HGa";"OCC/31-HGa"
"31117";"Baziège";1;13;1;1;"BAZIEGE";"76";"31";"31-HGa";"OCC/31-HGa"
"31118";"Rieumes";1;13;1;1;"RIEUMES";"76";"31";"31-HGa";"OCC/31-HGa"
"31119";"Verfeil";1;13;1;1;"VERFEIL";"76";"31";"31-HGa";"OCC/31-HGa"
"31120";"Lherm";1;13;1;1;"LHERM";"76";"31";"31-HGa";"OCC/31-HGa"
"31121";"Nailloux";1;13;1;1;"NAILLOUX";"76";"31";"31-HGa";"OCC/31-HGa"
"31122";"Bagnères-de-Luchon";1;13;2;6;"BAGNERES DE LUCHON";"76";"31";"31-HGa";"OCC/31-HGa"
"31123";"Bessières";1;14;1;1;"BESSIERES";"76";"31";"31-HGa";"OCC/31-HGa"
"31201";"Villefranche-de-Lauragais";2;21;2;2;"VILLEFRANCHE DE LAURAGAIS";"76";"31";"31-HGa";"OCC/31-HGa"
"31202";"Montastruc-la-Conseillère";2;21;2;2;"MONTASTRUC LA CONSEILLERE";"76";"31";"31-HGa";"OCC/31-HGa"
"31203";"Merville";2;21;1;1;"MERVILLE";"76";"31";"31-HGa";"OCC/31-HGa"
"31204";"Villemur-sur-Tarn";2;21;1;1;"VILLEMUR SUR TARN";"76";"31";"31-HGa";"OCC/31-HGa"
"31205";"Fronton";2;21;1;1;"FRONTON";"76";"31";"31-HGa";"OCC/31-HGa"
"31206";"Cazères";2;21;2;3;"CAZERES";"76";"31";"31-HGa";"OCC/31-HGa"
"31207";"Longages";2;21;2;3;"LONGAGES";"76";"31";"31-HGa";"OCC/31-HGa"
"31208";"Carbonne";2;21;2;2;"CARBONNE";"76";"31";"31-HGa";"OCC/31-HGa"
"31209";"Grenade";2;22;1;1;"GRENADE";"76";"31";"31-HGa";"OCC/31-HGa"
"31210";"Venerque";2;22;2;4;"VENERQUE";"76";"31";"31-HGa";"OCC/31-HGa"
"31211";"Saint-Lys";2;22;1;1;"SAINT LYS";"76";"31";"31-HGa";"OCC/31-HGa"
"31212";"Revel";2;22;1;1;"REVEL";"76";"31";"31-HGa";"OCC/31-HGa"
"31213";"Auterive";2;22;1;1;"AUTERIVE";"76";"31";"31-HGa";"OCC/31-HGa"
"31301";"Saint-Gaudens";3;32;2;7;"SAINT GAUDENS";"76";"31";"31-HGa";"OCC/31-HGa"
"32000";"Communes hors unité urbaine du département 32";0;0;0;443;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 32";"76";"32";"32-Ger";"OCC/32-Ger"
"32101";"Samatan";1;11;1;1;"SAMATAN";"76";"32";"32-Ger";"OCC/32-Ger"
"32102";"Gimont";1;13;1;1;"GIMONT";"76";"32";"32-Ger";"OCC/32-Ger"
"32103";"Lectoure";1;13;1;1;"LECTOURE";"76";"32";"32-Ger";"OCC/32-Ger"
"32104";"Vic-Fezensac";1;13;2;2;"VIC FEZENSAC";"76";"32";"32-Ger";"OCC/32-Ger"
"32105";"Eauze";1;13;1;1;"EAUZE";"76";"32";"32-Ger";"OCC/32-Ger"
"32106";"Mirande";1;13;2;2;"MIRANDE";"76";"32";"32-Ger";"OCC/32-Ger"
"32201";"Fleurance";2;21;1;1;"FLEURANCE";"76";"32";"32-Ger";"OCC/32-Ger"
"32202";"Condom";2;21;1;1;"CONDOM";"76";"32";"32-Ger";"OCC/32-Ger"
"32203";"L'Isle-Jourdain";2;22;1;1;"L ISLE JOURDAIN";"76";"32";"32-Ger";"OCC/32-Ger"
"32401";"Auch";4;42;2;3;"AUCH";"76";"32";"32-Ger";"OCC/32-Ger"
"33000";"Communes hors unité urbaine du département 33";0;0;0;321;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 33";"75";"33";"33-Gir";"NAQ/33-Gir"
"33101";"Cérons";1;11;1;1;"CERONS";"75";"33";"33-Gir";"NAQ/33-Gir"
"33102";"Preignac";1;11;1;1;"PREIGNAC";"75";"33";"33-Gir";"NAQ/33-Gir"
"33103";"Saint-Louis-de-Montferrand";1;11;1;1;"SAINT LOUIS DE MONTFERRAND";"75";"33";"33-Gir";"NAQ/33-Gir"
"33104";"Cussac-Fort-Médoc";1;11;1;1;"CUSSAC FORT MEDOC";"75";"33";"33-Gir";"NAQ/33-Gir"
"33105";"Branne";1;11;2;3;"BRANNE";"75";"33";"33-Gir";"NAQ/33-Gir"
"33106";"Saint-Vivien-de-Médoc";1;12;2;2;"SAINT VIVIEN DE MEDOC";"75";"33";"33-Gir";"NAQ/33-Gir"
"33107";"Sainte-Hélène";1;12;1;1;"SAINTE HELENE";"75";"33";"33-Gir";"NAQ/33-Gir"
"33108";"Baron";1;12;2;3;"BARON";"75";"33";"33-Gir";"NAQ/33-Gir"
"33109";"Soulac-sur-Mer";1;12;1;1;"SOULAC SUR MER";"75";"33";"33-Gir";"NAQ/33-Gir"
"33110";"Avensan";1;12;1;1;"AVENSAN";"75";"33";"33-Gir";"NAQ/33-Gir"
"33111";"Saint-Ciers-sur-Gironde";1;13;1;1;"SAINT CIERS SUR GIRONDE";"75";"33";"33-Gir";"NAQ/33-Gir"
"33112";"Galgon";1;13;1;1;"GALGON";"75";"33";"33-Gir";"NAQ/33-Gir"
"33113";"Saucats";1;13;1;1;"SAUCATS";"75";"33";"33-Gir";"NAQ/33-Gir"
"33114";"Ambès";1;13;1;1;"AMBES";"75";"33";"33-Gir";"NAQ/33-Gir"
"33115";"Le Porge";1;13;1;1;"LE PORGE";"75";"33";"33-Gir";"NAQ/33-Gir"
"33116";"Hourtin";1;13;1;1;"HOURTIN";"75";"33";"33-Gir";"NAQ/33-Gir"
"33117";"Arsac";1;13;1;1;"ARSAC";"75";"33";"33-Gir";"NAQ/33-Gir"
"33118";"Macau";1;14;1;1;"MACAU";"75";"33";"33-Gir";"NAQ/33-Gir"
"33119";"La Brède";1;14;1;1;"LA BREDE";"75";"33";"33-Gir";"NAQ/33-Gir"
"33120";"Soussans";1;14;2;2;"SOUSSANS";"75";"33";"33-Gir";"NAQ/33-Gir"
"33121";"Saint-Laurent-Médoc";1;14;1;1;"SAINT LAURENT MEDOC";"75";"33";"33-Gir";"NAQ/33-Gir"
"33122";"Créon";1;14;1;1;"CREON";"75";"33";"33-Gir";"NAQ/33-Gir"
"33123";"Marcheprime";1;14;1;1;"MARCHEPRIME";"75";"33";"33-Gir";"NAQ/33-Gir"
"33124";"Ludon-Médoc";1;14;1;1;"LUDON MEDOC";"75";"33";"33-Gir";"NAQ/33-Gir"
"33125";"Castelnau-de-Médoc";1;14;1;1;"CASTELNAU DE MEDOC";"75";"33";"33-Gir";"NAQ/33-Gir"
"33126";"Pauillac";1;14;1;1;"PAUILLAC";"75";"33";"33-Gir";"NAQ/33-Gir"
"33127";"Lacanau";1;14;1;1;"LACANAU";"75";"33";"33-Gir";"NAQ/33-Gir"
"33201";"Bazas";2;21;2;2;"BAZAS";"75";"33";"33-Gir";"NAQ/33-Gir"
"33202";"Cadillac-sur-Garonne";2;21;2;4;"CADILLAC SUR GARONNE";"75";"33";"33-Gir";"NAQ/33-Gir"
"33203";"Bourg";2;21;2;7;"BOURG";"75";"33";"33-Gir";"NAQ/33-Gir"
"33204";"Le Barp";2;21;1;1;"LE BARP";"75";"33";"33-Gir";"NAQ/33-Gir"
"33205";"Belin-Béliet";2;21;1;1;"BELIN BELIET";"75";"33";"33-Gir";"NAQ/33-Gir"
"33206";"Podensac";2;21;2;3;"PODENSAC";"75";"33";"33-Gir";"NAQ/33-Gir"
"33207";"Saint-Savin-Saint-Yzan-de-Soudiac";2;21;2;2;"SAINT SAVIN SAINT YZAN DE SOUDIAC";"75";"33";"33-Gir";"NAQ/33-Gir"
"33208";"Saint-Seurin-sur-l'Isle";2;21;2;3;"SAINT SEURIN SUR L ISLE";"75";"33";"33-Gir";"NAQ/33-Gir"
"33209";"La Lande-de-Fronsac";2;21;2;6;"LA LANDE DE FRONSAC";"75";"33";"33-Gir";"NAQ/33-Gir"
"33210";"Arès";2;21;1;1;"ARES";"75";"33";"33-Gir";"NAQ/33-Gir"
"33211";"La Réole";2;21;2;5;"LA REOLE";"75";"33";"33-Gir";"NAQ/33-Gir"
"33212";"Salles";2;22;1;1;"SALLES";"75";"33";"33-Gir";"NAQ/33-Gir"
"33213";"Lesparre-Médoc";2;22;2;2;"LESPARRE MEDOC";"75";"33";"33-Gir";"NAQ/33-Gir"
"33214";"Lège-Cap-Ferret";2;22;1;1;"LEGE CAP FERRET";"75";"33";"33-Gir";"NAQ/33-Gir"
