EPCI;EPCI_EPT;EPCI_EPTinc;EPCIlibFull;EPCIlibFullNCC;EPCIlibShort;EPCIlibShortNCC;TYPE_EPCI;TYPE_EPCIlib;METRoff;DENSEPCI;DENSEPCIlib;REG_dom;DEP_dom;DEPshort_dom;regdep
200043354;200043354;0;Communauté de communes de Villedieu Intercom;COMMUNAUTE DE COMMUNES DE VILLEDIEU INTERCOM;CC de Villedieu Intercom;CC DE VILLEDIEU INTERCOM;CC;Communauté de communes;0;3;Rural;28;50;50-Man;NOR/50-Man
200043396;200043396;0;Communauté d'agglomération Maubeuge Val de Sambre;COMMUNAUTE D AGGLOMERATION MAUBEUGE VAL DE SAMBRE;CA Maubeuge Val de Sambre;CA MAUBEUGE VAL DE SAMBRE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;32;59;59-Nor;HDF/59-Nor
200043404;200043404;0;Communauté de communes du Sud Avesnois;COMMUNAUTE DE COMMUNES DU SUD AVESNOIS;CC du Sud Avesnois;CC DU SUD AVESNOIS;CC;Communauté de communes;0;2;Urbain intermédiaire;32;59;59-Nor;HDF/59-Nor
200043438;200043438;0;Communauté de communes de la Moivre à la Coole;COMMUNAUTE DE COMMUNES DE LA MOIVRE A LA COOLE;CC de la Moivre à la Coole;CC DE LA MOIVRE A LA COOLE;CC;Communauté de communes;0;3;Rural;44;51;51-Mar;GES/51-Mar
200043495;200043495;0;Communauté d'agglomération du Pays de Laon;COMMUNAUTE D AGGLOMERATION DU PAYS DE LAON;CA du Pays de Laon;CA DU PAYS DE LAON;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;32;02;02-Ais;HDF/02-Ais
200043602;200043602;0;Communauté de communes des Albères, de la Côte Vermeille et de l'Illibéris;COMMUNAUTE DE COMMUNES DES ALBERES, DE LA COTE VERMEILLE ET DE L ILLIBERIS;CC des Albères, de la Côte Vermeille et de l'Illibéris;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;CC;Communauté de communes;0;2;Urbain intermédiaire;76;66;66-PyO;OCC/66-PyO
200043628;200043628;0;Communauté de communes des Vallées du Clain;COMMUNAUTE DE COMMUNES DES VALLEES DU CLAIN;CC des Vallées du Clain;CC DES VALLEES DU CLAIN;CC;Communauté de communes;0;3;Rural;75;86;86-Vie;NAQ/86-Vie
200043693;200043693;0;Communauté de communes Terre Lorraine du Longuyonnais;COMMUNAUTE DE COMMUNES TERRE LORRAINE DU LONGUYONNAIS;CC Terre Lorraine du Longuyonnais;CC TERRE LORRAINE DU LONGUYONNAIS;CC;Communauté de communes;0;3;Rural;44;54;54-MeM;GES/54-MeM
200043776;200043776;0;Communauté de communes Pyrénées Audoises;COMMUNAUTE DE COMMUNES PYRENEES AUDOISES;CC Pyrénées Audoises;CC PYRENEES AUDOISES;CC;Communauté de communes;0;3;Rural;76;11;11-Aud;OCC/11-Aud
200043974;200043974;0;Communauté de communes du Sud Gironde;COMMUNAUTE DE COMMUNES DU SUD GIRONDE;CC du Sud Gironde;CC DU SUD GIRONDE;CC;Communauté de communes;0;3;Rural;75;33;33-Gir;NAQ/33-Gir
200043982;200043982;0;Communauté de communes du Bazadais;COMMUNAUTE DE COMMUNES DU BAZADAIS;CC du Bazadais;CC DU BAZADAIS;CC;Communauté de communes;0;3;Rural;75;33;33-Gir;NAQ/33-Gir
200043990;200043990;0;Communauté de communes Vallons de Haute-Bretagne Communauté;COMMUNAUTE DE COMMUNES VALLONS DE HAUTE BRETAGNE COMMUNAUTE;CC Vallons de Haute-Bretagne Communauté;CC VALLONS DE HAUTE-BRETAGNE COMMUNAUTE;CC;Communauté de communes;0;3;Rural;53;35;35-IeV;BRE/35-IeV
200044014;200044014;0;Communauté de communes Creuse Grand Sud;COMMUNAUTE DE COMMUNES CREUSE GRAND SUD;CC Creuse Grand Sud;CC CREUSE GRAND SUD;CC;Communauté de communes;0;3;Rural;75;23;23-Cre;NAQ/23-Cre
200044030;200044030;0;Communauté de communes des 7 Vallées;COMMUNAUTE DE COMMUNES DES 7 VALLEES;CC des 7 Vallées;CC DES 7 VALLEES;CC;Communauté de communes;0;3;Rural;32;62;62-PdC;HDF/62-PdC
200044048;200044048;0;Communauté de communes Osartis Marquion;COMMUNAUTE DE COMMUNES OSARTIS MARQUION;CC Osartis Marquion;CC OSARTIS MARQUION;CC;Communauté de communes;0;3;Rural;32;62;62-PdC;HDF/62-PdC
200044253;200044253;0;Communauté de communes du Bassin de Joinville en Champagne;COMMUNAUTE DE COMMUNES DU BASSIN DE JOINVILLE EN CHAMPAGNE;CC du Bassin de Joinville en Champagne;CC DU BASSIN DE JOINVILLE EN CHAMPAGNE;CC;Communauté de communes;0;3;Rural;44;52;52-HMa;GES/52-HMa
200044394;200044394;0;Communauté de communes du Réolais en Sud Gironde;COMMUNAUTE DE COMMUNES DU REOLAIS EN SUD GIRONDE;CC du Réolais en Sud Gironde;CC DU REOLAIS EN SUD GIRONDE;CC;Communauté de communes;0;3;Rural;75;33;33-Gir;NAQ/33-Gir
200044469;200044469;0;Communauté de communes du Pays de Mirepoix;COMMUNAUTE DE COMMUNES DU PAYS DE MIREPOIX;CC du Pays de Mirepoix;CC DU PAYS DE MIREPOIX;CC;Communauté de communes;0;3;Rural;76;09;09-Ari;OCC/09-Ari
200044618;200044618;0;Communauté d'agglomération Douaisis Agglo;COMMUNAUTE D AGGLOMERATION DOUAISIS AGGLO;CA Douaisis Agglo;CA DOUAISIS AGGLO;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;32;59;59-Nor;HDF/59-Nor
200044691;200044691;0;Communauté d'agglomération du Nord Grande Terre;COMMUNAUTE D AGGLOMERATION DU NORD GRANDE TERRE;CA du Nord Grande Terre;CA DU NORD GRANDE TERRE;CA;Communauté d'agglomération;0;3;Rural;1;971;971-Gua;GUA/971-Gua
200046977;200046977;0;Métropole de Lyon;METROPOLE DE LYON;MET de Lyon;MET DE LYON;MET;Métropole;1;1;Urbain dense;84;69;69-Rhô;ARA/69-Rhô
200048551;200048551;0;Communauté de communes du Pays de Craon;COMMUNAUTE DE COMMUNES DU PAYS DE CRAON;CC du Pays de Craon;CC DU PAYS DE CRAON;CC;Communauté de communes;0;3;Rural;52;53;53-May;PDL/53-May
200049187;200049187;0;Communauté d'agglomération du Grand Verdun;COMMUNAUTE D AGGLOMERATION DU GRAND VERDUN;CA du Grand Verdun;CA DU GRAND VERDUN;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;44;55;55-Meu;GES/55-Meu
200049211;200049211;0;Communauté de communes Conflent-Canigó;COMMUNAUTE DE COMMUNES CONFLENT CANIGO;CC Conflent-Canigó;CC CONFLENT-CANIGO;CC;Communauté de communes;0;3;Rural;76;66;66-PyO;OCC/66-PyO
200049484;200049484;0;Communauté de communes Berry Grand Sud;COMMUNAUTE DE COMMUNES BERRY GRAND SUD;CC Berry Grand Sud;CC BERRY GRAND SUD;CC;Communauté de communes;0;3;Rural;24;18;18-Che;CVL/18-Che
200050532;200050532;0;Communauté de communes de Petite-Terre;COMMUNAUTE DE COMMUNES DE PETITE TERRE;CC de Petite-Terre;CC DE PETITE-TERRE;CC;Communauté de communes;0;2;Urbain intermédiaire;6;976;976-May;MAY/976-May
75056;75056;1;Ville de Paris;VILLE DE PARIS;Paris;PARIS;EPT;EPT (Paris);1;1;Urbain dense;11;75;75-Par;IDF/75-Par
200054781;200054781;0;Métropole du Grand Paris;METROPOLE DU GRAND PARIS;MET du Grand Paris;MET DU GRAND PARIS;MET;Métropole;1;1;Urbain dense;11;75;75-Par;IDF/75-Par
200054807;200054807;0;Métropole d'Aix-Marseille-Provence;METROPOLE D AIX MARSEILLE PROVENCE;MET d'Aix-Marseille-Provence;MET D'AIX-MARSEILLE-PROVENCE;MET;Métropole;1;1;Urbain dense;93;13;13-BdR;PACA/13-BdR
200055481;200055481;0;Communauté de communes Beauce Val de Loire;COMMUNAUTE DE COMMUNES BEAUCE VAL DE LOIRE;CC Beauce Val de Loire;CC BEAUCE VAL DE LOIRE;CC;Communauté de communes;0;3;Rural;24;41;41-LeC;CVL/41-LeC
200055655;200055655;0;Communauté d'agglomération Roissy Pays de France;COMMUNAUTE D AGGLOMERATION ROISSY PAYS DE FRANCE;CA Roissy Pays de France;CA ROISSY PAYS DE FRANCE;CA;Communauté d'agglomération;0;1;Urbain dense;11;95;95-VdO;IDF/95-VdO
200055887;200055887;0;Communauté de communes Mayenne Communauté;COMMUNAUTE DE COMMUNES MAYENNE COMMUNAUTE;CC Mayenne Communauté;CC MAYENNE COMMUNAUTE;CC;Communauté de communes;0;3;Rural;52;53;53-May;PDL/53-May
200056232;200056232;0;Communauté d'agglomération Communauté Paris-Saclay;COMMUNAUTE D AGGLOMERATION COMMUNAUTE PARIS SACLAY;CA Communauté Paris-Saclay;CA COMMUNAUTE PARIS-SACLAY;CA;Communauté d'agglomération;0;1;Urbain dense;11;91;91-Ess;IDF/91-Ess
200056380;200056380;0;Communauté d'agglomération Plaine Vallée;COMMUNAUTE D AGGLOMERATION PLAINE VALLEE;CA Plaine Vallée;CA PLAINE VALLEE;CA;Communauté d'agglomération;0;1;Urbain dense;11;95;95-VdO;IDF/95-VdO
200057859;200057859;0;Communauté d'agglomération Cœur d'Essonne Agglomération;COMMUNAUTE D AGGLOMERATION CŒUR D ESSONNE AGGLOMERATION;CA Cœur d'Essonne Agglomération;CA CŒUR D'ESSONNE AGGLOMERATION;CA;Communauté d'agglomération;0;1;Urbain dense;11;91;91-Ess;IDF/91-Ess
200057867;200057867;1;Établissement public territorial Plaine Commune;ETABLISSEMENT PUBLIC TERRITORIAL PLAINE COMMUNE;EPT Plaine Commune;EPT PLAINE COMMUNE;EPT;Établissement public territorial;1;1;Urbain dense;11;93;93-SSD;IDF/93-SSD
200057875;200057875;1;Établissement public territorial Est Ensemble;ETABLISSEMENT PUBLIC TERRITORIAL EST ENSEMBLE;EPT Est Ensemble;EPT EST ENSEMBLE;EPT;Établissement public territorial;1;1;Urbain dense;11;93;93-SSD;IDF/93-SSD
200057941;200057941;1;Établissement public territorial Paris Est Marne et Bois;ETABLISSEMENT PUBLIC TERRITORIAL PARIS EST MARNE ET BOIS;EPT Paris Est Marne et Bois;EPT PARIS EST MARNE ET BOIS;EPT;Établissement public territorial;1;1;Urbain dense;11;94;94-VdM;IDF/94-VdM
200057958;200057958;0;Communauté d'agglomération Paris - Vallée de la Marne;COMMUNAUTE D AGGLOMERATION PARIS VALLEE DE LA MARNE;CA Paris - Vallée de la Marne;CA PARIS - VALLEE DE LA MARNE;CA;Communauté d'agglomération;0;1;Urbain dense;11;77;77-SeM;IDF/77-SeM
200057966;200057966;1;Établissement public territorial Vallée Sud-Grand Paris;ETABLISSEMENT PUBLIC TERRITORIAL VALLEE SUD-GRAND PARIS;EPT Vallée Sud-Grand Paris;EPT VALLEE SUD-GRAND PARIS;EPT;Établissement public territorial;1;1;Urbain dense;11;92;92-HdS;IDF/92-HdS
200057974;200057974;1;Établissement public territorial Grand Paris Seine Ouest;ETABLISSEMENT PUBLIC TERRITORIAL GRAND PARIS SEINE OUEST;EPT Grand Paris Seine Ouest;EPT GRAND PARIS SEINE OUEST;EPT;Établissement public territorial;1;1;Urbain dense;11;92;92-HdS;IDF/92-HdS
200057982;200057982;1;Établissement public territorial Paris Ouest La Défense;ETABLISSEMENT PUBLIC TERRITORIAL PARIS OUEST LA DEFENSE;EPT Paris Ouest La Défense;EPT PARIS OUEST LA DEFENSE;EPT;Établissement public territorial;1;1;Urbain dense;11;92;92-HdS;IDF/92-HdS
200057990;200057990;1;Établissement public territorial Boucle Nord de Seine;ETABLISSEMENT PUBLIC TERRITORIAL BOUCLE NORD DE SEINE;EPT Boucle Nord de Seine;EPT BOUCLE NORD DE SEINE;EPT;Établissement public territorial;1;1;Urbain dense;11;92;92-HdS;IDF/92-HdS
200058006;200058006;1;Établissement public territorial Grand Paris Sud Est Avenir;ETABLISSEMENT PUBLIC TERRITORIAL GRAND PARIS SUD EST AVENIR;EPT Grand Paris Sud Est Avenir;EPT GRAND PARIS SUD EST AVENIR;EPT;Établissement public territorial;1;1;Urbain dense;11;94;94-VdM;IDF/94-VdM
200058014;200058014;1;Établissement public territorial Grand-Orly Seine Bièvre;ETABLISSEMENT PUBLIC TERRITORIAL GRAND-ORLY SEINE BIEVRE;EPT Grand-Orly Seine Bièvre;EPT GRAND-ORLY SEINE BIEVRE;EPT;Établissement public territorial;1;1;Urbain dense;11;94;94-VdM;IDF/94-VdM
200058097;200058097;1;Établissement public territorial Paris Terres d'Envol;ETABLISSEMENT PUBLIC TERRITORIAL PARIS TERRES D ENVOL;EPT Paris Terres d'Envol;EPT PARIS TERRES D ENVOL;EPT;Établissement public territorial;1;1;Urbain dense;11;93;93-SSD;IDF/93-SSD
200058360;200058360;0;Communauté de communes entre Beauce et Perche;COMMUNAUTE DE COMMUNES ENTRE BEAUCE ET PERCHE;CC entre Beauce et Perche;CC ENTRE BEAUCE ET PERCHE;CC;Communauté de communes;0;3;Rural;24;28;28-EeL;CVL/28-EeL
200058477;200058477;0;Communauté d'agglomération Val d'Yerres Val de Seine;COMMUNAUTE D AGGLOMERATION VAL D YERRES VAL DE SEINE;CA Val d'Yerres Val de Seine;CA VAL D'YERRES VAL DE SEINE;CA;Communauté d'agglomération;0;1;Urbain dense;11;91;91-Ess;IDF/91-Ess
200058485;200058485;0;Communauté d'agglomération Val Parisis;COMMUNAUTE D AGGLOMERATION VAL PARISIS;CA Val Parisis;CA VAL PARISIS;CA;Communauté d'agglomération;0;1;Urbain dense;11;95;95-VdO;IDF/95-VdO
200058519;200058519;0;Communauté d'agglomération Saint Germain Boucles de Seine;COMMUNAUTE D AGGLOMERATION SAINT GERMAIN BOUCLES DE SEINE;CA Saint Germain Boucles de Seine;CA SAINT GERMAIN BOUCLES DE SEINE;CA;Communauté d'agglomération;0;1;Urbain dense;11;78;78-Yve;IDF/78-Yve
200058782;200058782;0;Communauté d'agglomération de Saint-Quentin-en-Yvelines;COMMUNAUTE D AGGLOMERATION DE SAINT QUENTIN EN YVELINES;CA de Saint-Quentin-en-Yvelines;CA DE SAINT-QUENTIN-EN-YVELINES;CA;Communauté d'agglomération;0;1;Urbain dense;11;78;78-Yve;IDF/78-Yve
200058790;200058790;1;Établissement public territorial Grand Paris Grand Est;ETABLISSEMENT PUBLIC TERRITORIAL GRAND PARIS GRAND EST;EPT Grand Paris Grand Est;EPT GRAND PARIS GRAND EST;EPT;Établissement public territorial;1;1;Urbain dense;11;93;93-SSD;IDF/93-SSD
200059228;200059228;0;Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart;COMMUNAUTE D AGGLOMERATION GRAND PARIS SUD SEINE ESSONNE SENART;CA Grand Paris Sud Seine Essonne Sénart;CA GRAND PARIS SUD SEINE ESSONNE SENART;CA;Communauté d'agglomération;0;1;Urbain dense;11;91;91-Ess;IDF/91-Ess
200059392;200059392;0;Communauté de communes Bièvre Isère;COMMUNAUTE DE COMMUNES BIEVRE ISERE;CC Bièvre Isère;CC BIEVRE ISERE;CC;Communauté de communes;0;3;Rural;84;38;38-Isè;ARA/38-Isè
200059400;200059400;0;Communauté de communes Porte Océane du Limousin;COMMUNAUTE DE COMMUNES PORTE OCEANE DU LIMOUSIN;CC Porte Océane du Limousin;CC PORTE OCEANE DU LIMOUSIN;CC;Communauté de communes;0;3;Rural;75;87;87-HVi;NAQ/87-HVi
200059871;200059871;0;Communauté de communes du Centre-Ouest;COMMUNAUTE DE COMMUNES DU CENTRE OUEST;CC du Centre-Ouest;CC DU CENTRE-OUEST;CC;Communauté de communes;0;2;Urbain intermédiaire;6;976;976-May;MAY/976-May
200059889;200059889;0;Communauté urbaine Grand Paris Seine et Oise;COMMUNAUTE URBAINE GRAND PARIS SEINE ET OISE;CU Grand Paris Seine et Oise;CU GRAND PARIS SEINE ET OISE;CU;Communauté urbaine;0;1;Urbain dense;11;78;78-Yve;IDF/78-Yve
200060010;200060010;0;Communauté d'agglomération Mauges Communauté;COMMUNAUTE D AGGLOMERATION MAUGES COMMUNAUTE;CA Mauges Communauté;CA MAUGES COMMUNAUTE;CA;Communauté d'agglomération;0;3;Rural;52;49;49-MeL;PDL/49-MeL
200060457;200060457;0;Communauté d'agglomération de Dembeni / Mamoudzou;COMMUNAUTE D AGGLOMERATION DE DEMBENI / MAMOUDZOU;CA de Dembeni / Mamoudzou;CA DE DEMBENI / MAMOUDZOU;CA;Communauté d'agglomération;0;1;Urbain dense;6;976;976-May;MAY/976-May
200060465;200060465;0;Communauté d'agglomération du Grand Nord de Mayotte;COMMUNAUTE D AGGLOMERATION DU GRAND NORD DE MAYOTTE;CA du Grand Nord de Mayotte;CA DU GRAND NORD DE MAYOTTE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;6;976;976-May;MAY/976-May
200060473;200060473;0;Communauté de communes du Sud;COMMUNAUTE DE COMMUNES DU SUD;CC du Sud;CC DU SUD;CC;Communauté de communes;0;3;Rural;6;976;976-May;MAY/976-May
200065563;200065563;0;Communauté de communes Normandie-Cabourg-Pays d'Auge;COMMUNAUTE DE COMMUNES NORMANDIE CABOURG PAYS D AUGE;CC Normandie-Cabourg-Pays d'Auge;CC NORMANDIE-CABOURG-PAYS D'AUGE;CC;Communauté de communes;0;3;Rural;28;14;14-Cal;NOR/14-Cal
200065589;200065589;0;Communauté de communes Val ès Dunes;COMMUNAUTE DE COMMUNES VAL ES DUNES;CC Val ès Dunes;CC VAL ES DUNES;CC;Communauté de communes;0;3;Rural;28;14;14-Cal;NOR/14-Cal
200065597;200065597;0;Communauté urbaine Caen la Mer;COMMUNAUTE URBAINE CAEN LA MER;CU Caen la Mer;CU CAEN LA MER;CU;Communauté urbaine;0;1;Urbain dense;28;14;14-Cal;NOR/14-Cal
200065647;200065647;0;Communauté d'agglomération Pays de Montbéliard Agglomération;COMMUNAUTE D AGGLOMERATION PAYS DE MONTBELIARD AGGLOMERATION;CA Pays de Montbéliard Agglomération;CA PAYS DE MONTBELIARD AGGLOMERATION;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;27;25;25-Dou;BFC/25-Dou
200065787;200065787;0;Communauté de communes de Pont-Audemer / Val de Risle;COMMUNAUTE DE COMMUNES DE PONT AUDEMER / VAL DE RISLE;CC de Pont-Audemer / Val de Risle;CC DE PONT-AUDEMER / VAL DE RISLE;CC;Communauté de communes;0;3;Rural;28;27;27-Eur;NOR/27-Eur
200065886;200065886;0;Communauté d'agglomération Loire Forez Agglomération;COMMUNAUTE D AGGLOMERATION LOIRE FOREZ AGGLOMERATION;CA Loire Forez Agglomération;CA LOIRE FOREZ AGGLOMERATION;CA;Communauté d'agglomération;0;3;Rural;84;42;42-Loi;ARA/42-Loi
200065894;200065894;0;Communauté de communes de Forez-Est;COMMUNAUTE DE COMMUNES DE FOREZ EST;CC de Forez-Est;CC DE FOREZ-EST;CC;Communauté de communes;0;3;Rural;84;42;42-Loi;ARA/42-Loi
200065928;200065928;0;Communauté d'agglomération Lannion-Trégor Communauté;COMMUNAUTE D AGGLOMERATION LANNION TREGOR COMMUNAUTE;CA Lannion-Trégor Communauté;CA LANNION-TREGOR COMMUNAUTE;CA;Communauté d'agglomération;0;3;Rural;53;22;22-CdA;BRE/22-CdA
200066009;200066009;0;Communauté d'agglomération Mulhouse Alsace Agglomération;COMMUNAUTE D AGGLOMERATION MULHOUSE ALSACE AGGLOMERATION;CA Mulhouse Alsace Agglomération;CA MULHOUSE ALSACE AGGLOMERATION;CA;Communauté d'agglomération;0;1;Urbain dense;44;68;68-HRh;GES/68-HRh
200066017;200066017;0;Communauté de communes Lieuvin Pays d'Auge;COMMUNAUTE DE COMMUNES LIEUVIN PAYS D AUGE;CC Lieuvin Pays d'Auge;CC LIEUVIN PAYS D'AUGE;CC;Communauté de communes;0;3;Rural;28;27;27-Eur;NOR/27-Eur
200066025;200066025;0;Communauté de communes Alsace Rhin Brisach;COMMUNAUTE DE COMMUNES ALSACE RHIN BRISACH;CC Alsace Rhin Brisach;CC ALSACE RHIN BRISACH;CC;Communauté de communes;0;3;Rural;44;68;68-HRh;GES/68-HRh
200066033;200066033;0;Communauté de communes Sud Alsace Largue;COMMUNAUTE DE COMMUNES SUD ALSACE LARGUE;CC Sud Alsace Largue;CC SUD ALSACE LARGUE;CC;Communauté de communes;0;3;Rural;44;68;68-HRh;GES/68-HRh
200066041;200066041;0;Communauté de communes Sundgau;COMMUNAUTE DE COMMUNES SUNDGAU;CC Sundgau;CC SUNDGAU;CC;Communauté de communes;0;3;Rural;44;68;68-HRh;GES/68-HRh
200066058;200066058;0;Communauté d'agglomération Saint-Louis Agglomération;COMMUNAUTE D AGGLOMERATION SAINT LOUIS AGGLOMERATION;CA Saint-Louis Agglomération;CA SAINT-LOUIS AGGLOMERATION;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;44;68;68-HRh;GES/68-HRh
200066108;200066108;0;Communauté de communes des Portes de Meuse;COMMUNAUTE DE COMMUNES DES PORTES DE MEUSE;CC des Portes de Meuse;CC DES PORTES DE MEUSE;CC;Communauté de communes;0;3;Rural;44;55;55-Meu;GES/55-Meu
200066116;200066116;0;Communauté de communes Argonne-Meuse;COMMUNAUTE DE COMMUNES ARGONNE MEUSE;CC Argonne-Meuse;CC ARGONNE-MEUSE;CC;Communauté de communes;0;3;Rural;44;55;55-Meu;GES/55-Meu
200066124;200066124;0;Communauté d'agglomération Gaillac-Graulhet;COMMUNAUTE D AGGLOMERATION GAILLAC GRAULHET;CA Gaillac-Graulhet;CA GAILLAC-GRAULHET;CA;Communauté d'agglomération;0;3;Rural;76;81;81-Tar;OCC/81-Tar
200066132;200066132;0;Communauté de communes du Pays de Stenay et du Val Dunois;COMMUNAUTE DE COMMUNES DU PAYS DE STENAY ET DU VAL DUNOIS;CC du Pays de Stenay et du Val Dunois;CC DU PAYS DE STENAY ET DU VAL DUNOIS;CC;Communauté de communes;0;3;Rural;44;55;55-Meu;GES/55-Meu
200066140;200066140;0;Communauté de communes de l'Aire à l'Argonne;COMMUNAUTE DE COMMUNES DE L AIRE A L ARGONNE;CC de l'Aire à l'Argonne;CC DE L'AIRE A L'ARGONNE;CC;Communauté de communes;0;3;Rural;44;55;55-Meu;GES/55-Meu
200066157;200066157;0;Communauté de communes de Commercy - Void - Vaucouleurs;COMMUNAUTE DE COMMUNES DE COMMERCY VOID VAUCOULEURS;CC de Commercy - Void - Vaucouleurs;CC DE COMMERCY - VOID - VAUCOULEURS;CC;Communauté de communes;0;3;Rural;44;55;55-Meu;GES/55-Meu
200066165;200066165;0;Communauté de communes Val de Meuse - Voie Sacrée;COMMUNAUTE DE COMMUNES VAL DE MEUSE VOIE SACREE;CC Val de Meuse - Voie Sacrée;CC VAL DE MEUSE - VOIE SACREE;CC;Communauté de communes;0;3;Rural;44;55;55-Meu;GES/55-Meu
200066173;200066173;0;Communauté de communes de Damvillers Spincourt;COMMUNAUTE DE COMMUNES DE DAMVILLERS SPINCOURT;CC de Damvillers Spincourt;CC DE DAMVILLERS SPINCOURT;CC;Communauté de communes;0;3;Rural;44;55;55-Meu;GES/55-Meu
200066223;200066223;0;Communauté de communes Arize Lèze;COMMUNAUTE DE COMMUNES ARIZE LEZE;CC Arize Lèze;CC ARIZE LEZE;CC;Communauté de communes;0;3;Rural;76;09;09-Ari;OCC/09-Ari
200066231;200066231;0;Communauté de communes des Portes d'Ariège Pyrénées;COMMUNAUTE DE COMMUNES DES PORTES D ARIEGE PYRENEES;CC des Portes d'Ariège Pyrénées;CC DES PORTES D'ARIEGE PYRENEES;CC;Communauté de communes;0;2;Urbain intermédiaire;76;09;09-Ari;OCC/09-Ari
200066280;200066280;0;Communauté de communes du Pithiverais;COMMUNAUTE DE COMMUNES DU PITHIVERAIS;CC du Pithiverais;CC DU PITHIVERAIS;CC;Communauté de communes;0;3;Rural;24;45;45-Lot;CVL/45-Lot
200066322;200066322;0;Communauté de communes Terres des Confluences;COMMUNAUTE DE COMMUNES TERRES DES CONFLUENCES;CC Terres des Confluences;CC TERRES DES CONFLUENCES;CC;Communauté de communes;0;3;Rural;76;82;82-TeG;OCC/82-TeG
200066330;200066330;0;Communauté de communes Terres du Haut Berry;COMMUNAUTE DE COMMUNES TERRES DU HAUT BERRY;CC Terres du Haut Berry;CC TERRES DU HAUT BERRY;CC;Communauté de communes;0;3;Rural;24;18;18-Che;CVL/18-Che
200066348;200066348;0;Communauté de communes du Minervois au Caroux;COMMUNAUTE DE COMMUNES DU MINERVOIS AU CAROUX;CC du Minervois au Caroux;CC DU MINERVOIS AU CAROUX;CC;Communauté de communes;0;3;Rural;76;34;34-Hér;OCC/34-Hér
200066355;200066355;0;Communauté d'agglomération Sète Agglopôle Méditerranée;COMMUNAUTE D AGGLOMERATION SETE AGGLOPOLE MEDITERRANEE;CA Sète Agglopôle Méditerranée;CA SETE AGGLOPOLE MEDITERRANEE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;76;34;34-Hér;OCC/34-Hér
200066363;200066363;0;Communauté de communes de la Haute Ariège;COMMUNAUTE DE COMMUNES DE LA HAUTE ARIEGE;CC de la Haute Ariège;CC DE LA HAUTE ARIEGE;CC;Communauté de communes;0;3;Rural;76;09;09-Ari;OCC/09-Ari
200066371;200066371;0;Communauté de communes Causses et Vallée de la Dordogne;COMMUNAUTE DE COMMUNES CAUSSES ET VALLEE DE LA DORDOGNE;CC Causses et Vallée de la Dordogne;CC CAUSSES ET VALLEE DE LA DORDOGNE;CC;Communauté de communes;0;3;Rural;76;46;46-Lot;OCC/46-Lot
200066389;200066389;0;Communauté d'agglomération Saint-Lô Agglo;COMMUNAUTE D AGGLOMERATION SAINT LO AGGLO;CA Saint-Lô Agglo;CA SAINT-LO AGGLO;CA;Communauté d'agglomération;0;3;Rural;28;50;50-Man;NOR/50-Man
200066405;200066405;0;Communauté de communes Roumois Seine;COMMUNAUTE DE COMMUNES ROUMOIS SEINE;CC Roumois Seine;CC ROUMOIS SEINE;CC;Communauté de communes;0;3;Rural;28;27;27-Eur;NOR/27-Eur
200066413;200066413;0;Communauté de communes Intercom Bernay Terres de Normandie;COMMUNAUTE DE COMMUNES INTERCOM BERNAY TERRES DE NORMANDIE;CC Intercom Bernay Terres de Normandie;CC INTERCOM BERNAY TERRES DE NORMANDIE;CC;Communauté de communes;0;3;Rural;28;27;27-Eur;NOR/27-Eur
200066462;200066462;0;Communauté de communes Interco Normandie Sud Eure;COMMUNAUTE DE COMMUNES INTERCO NORMANDIE SUD EURE;CC Interco Normandie Sud Eure;CC INTERCO NORMANDIE SUD EURE;CC;Communauté de communes;0;3;Rural;28;27;27-Eur;NOR/27-Eur
200066512;200066512;0;Communauté de communes Élan Limousin Avenir Nature;COMMUNAUTE DE COMMUNES ELAN LIMOUSIN AVENIR NATURE;CC Élan Limousin Avenir Nature;CC ELAN LIMOUSIN AVENIR NATURE;CC;Communauté de communes;0;3;Rural;75;87;87-HVi;NAQ/87-HVi
200066520;200066520;0;Communauté de communes Ouest Limousin;COMMUNAUTE DE COMMUNES OUEST LIMOUSIN;CC Ouest Limousin;CC OUEST LIMOUSIN;CC;Communauté de communes;0;3;Rural;75;87;87-HVi;NAQ/87-HVi
200066553;200066553;0;Communauté de communes du Haut-Languedoc;COMMUNAUTE DE COMMUNES DU HAUT LANGUEDOC;CC du Haut-Languedoc;CC DU HAUT-LANGUEDOC;CC;Communauté de communes;0;3;Rural;76;81;81-Tar;OCC/81-Tar
200066561;200066561;0;Communauté de communes Sidobre Vals et Plateaux;COMMUNAUTE DE COMMUNES SIDOBRE VALS ET PLATEAUX;CC Sidobre Vals et Plateaux;CC SIDOBRE VALS ET PLATEAUX;CC;Communauté de communes;0;3;Rural;76;81;81-Tar;OCC/81-Tar
