EPCI;EPCI_EPT;EPCI_EPTinc;EPCIlibFull;EPCIlibFullNCC;EPCIlibShort;EPCIlibShortNCC;TYPE_EPCI;TYPE_EPCIlib;METRoff;DENSEPCI;DENSEPCIlib;REG_dom;DEP_dom;DEPshort_dom;regdep
244200622;244200622;0;Communauté de communes des Monts du Pilat;COMMUNAUTE DE COMMUNES DES MONTS DU PILAT;CC des Monts du Pilat;CC DES MONTS DU PILAT;CC;Communauté de communes;0;3;Rural;84;42;42-Loi;ARA/42-Loi
244200630;244200630;0;Communauté de communes du Pays entre Loire et Rhône;COMMUNAUTE DE COMMUNES DU PAYS ENTRE LOIRE ET RHONE;CC du Pays entre Loire et Rhône;CC DU PAYS ENTRE LOIRE ET RHONE;CC;Communauté de communes;0;3;Rural;84;42;42-Loi;ARA/42-Loi
244200770;244200770;0;Saint-Etienne Métropole;SAINT ETIENNE METROPOLE;Saint-Etienne Métropole;SAINT-ETIENNE METROPOLE;MET;Métropole;1;2;Urbain intermédiaire;84;42;42-Loi;ARA/42-Loi
244200820;244200820;0;Communauté de communes du Pays d'Urfé;COMMUNAUTE DE COMMUNES DU PAYS D URFE;CC du Pays d'Urfé;CC DU PAYS D'URFE;CC;Communauté de communes;0;3;Rural;84;42;42-Loi;ARA/42-Loi
244200895;244200895;0;Communauté de communes du Pilat Rhodanien;COMMUNAUTE DE COMMUNES DU PILAT RHODANIEN;CC du Pilat Rhodanien;CC DU PILAT RHODANIEN;CC;Communauté de communes;0;3;Rural;84;42;42-Loi;ARA/42-Loi
244300307;244300307;0;Communauté de communes Haut Pays du Velay Communauté;COMMUNAUTE DE COMMUNES HAUT PAYS DU VELAY COMMUNAUTE;CC Haut Pays du Velay Communauté;CC HAUT PAYS DU VELAY COMMUNAUTE;CC;Communauté de communes;0;3;Rural;84;43;43-HLo;ARA/43-HLo
244301016;244301016;0;Communauté de communes des Sucs;COMMUNAUTE DE COMMUNES DES SUCS;CC des Sucs;CC DES SUCS;CC;Communauté de communes;0;3;Rural;84;43;43-HLo;ARA/43-HLo
244301099;244301099;0;Communauté de communes Auzon Communauté;COMMUNAUTE DE COMMUNES AUZON COMMUNAUTE;CC Auzon Communauté;CC AUZON COMMUNAUTE;CC;Communauté de communes;0;3;Rural;84;43;43-HLo;ARA/43-HLo
244301107;244301107;0;Communauté de communes du Haut-Lignon;COMMUNAUTE DE COMMUNES DU HAUT LIGNON;CC du Haut-Lignon;CC DU HAUT-LIGNON;CC;Communauté de communes;0;3;Rural;84;43;43-HLo;ARA/43-HLo
244301123;244301123;0;Communauté de communes des Pays de Cayres et de Pradelles;COMMUNAUTE DE COMMUNES DES PAYS DE CAYRES ET DE PRADELLES;CC des Pays de Cayres et de Pradelles;CC DES PAYS DE CAYRES ET DE PRADELLES;CC;Communauté de communes;0;3;Rural;84;43;43-HLo;ARA/43-HLo
244301131;244301131;0;Communauté de communes Loire et Semène;COMMUNAUTE DE COMMUNES LOIRE ET SEMENE;CC Loire et Semène;CC LOIRE ET SEMENE;CC;Communauté de communes;0;3;Rural;84;43;43-HLo;ARA/43-HLo
244400404;244400404;0;Nantes Métropole;NANTES METROPOLE;Nantes Métropole;NANTES METROPOLE;MET;Métropole;1;1;Urbain dense;52;44;44-LoA;PDL/44-LoA
244400438;244400438;0;Communauté de communes Grand Lieu Communauté;COMMUNAUTE DE COMMUNES GRAND LIEU COMMUNAUTE;CC Grand Lieu Communauté;CC GRAND LIEU COMMUNAUTE;CC;Communauté de communes;0;3;Rural;52;44;44-LoA;PDL/44-LoA
244400453;244400453;0;Communauté de communes Pays de Blain Communauté;COMMUNAUTE DE COMMUNES PAYS DE BLAIN COMMUNAUTE;CC Pays de Blain Communauté;CC PAYS DE BLAIN COMMUNAUTE;CC;Communauté de communes;0;3;Rural;52;44;44-LoA;PDL/44-LoA
244400503;244400503;0;Communauté de communes d'Erdre et Gesvres;COMMUNAUTE DE COMMUNES D ERDRE ET GESVRES;CC d'Erdre et Gesvres;CC D'ERDRE ET GESVRES;CC;Communauté de communes;0;3;Rural;52;44;44-LoA;PDL/44-LoA
244400537;244400537;0;Communauté de communes de Nozay;COMMUNAUTE DE COMMUNES DE NOZAY;CC de Nozay;CC DE NOZAY;CC;Communauté de communes;0;3;Rural;52;44;44-LoA;PDL/44-LoA
244400552;244400552;0;Communauté de communes du Pays d'Ancenis;COMMUNAUTE DE COMMUNES DU PAYS D ANCENIS;CC du Pays d'Ancenis;CC DU PAYS D'ANCENIS;CC;Communauté de communes;0;3;Rural;52;44;44-LoA;PDL/44-LoA
244400586;244400586;0;Communauté de communes du Sud Estuaire;COMMUNAUTE DE COMMUNES DU SUD ESTUAIRE;CC du Sud Estuaire;CC DU SUD ESTUAIRE;CC;Communauté de communes;0;3;Rural;52;44;44-LoA;PDL/44-LoA
244400610;244400610;0;Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique);COMMUNAUTE D AGGLOMERATION DE LA PRESQU ILE DE GUERANDE ATLANTIQUE (CAP ATLANTIQUE);CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);CA DE LA PRESQU'ILE DE GUERANDE ATLANTIQUE (CAP ATLANTIQUE);CA;Communauté d'agglomération;0;3;Rural;52;44;44-LoA;PDL/44-LoA
244400644;244400644;0;Communauté d'agglomération de la Région Nazairienne et de l'Estuaire (CARENE);COMMUNAUTE D AGGLOMERATION DE LA REGION NAZAIRIENNE ET DE L ESTUAIRE (CARENE);CA de la Région Nazairienne et de l'Estuaire (CARENE);CA DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE (CARENE);CA;Communauté d'agglomération;0;2;Urbain intermédiaire;52;44;44-LoA;PDL/44-LoA
244500203;244500203;0;Communauté d'agglomération Montargoise et Rives du Loing (AME);COMMUNAUTE D AGGLOMERATION MONTARGOISE ET RIVES DU LOING (AME);CA Montargoise et Rives du Loing (AME);CA MONTARGOISE ET RIVES DU LOING (AME);CA;Communauté d'agglomération;0;2;Urbain intermédiaire;24;45;45-Lot;CVL/45-Lot
244500211;244500211;0;Communauté de communes Giennoises;COMMUNAUTE DE COMMUNES GIENNOISES;CC Giennoises;CC GIENNOISES;CC;Communauté de communes;0;2;Urbain intermédiaire;24;45;45-Lot;CVL/45-Lot
244500419;244500419;0;Communauté de communes des Quatre Vallées;COMMUNAUTE DE COMMUNES DES QUATRE VALLEES;CC des Quatre Vallées;CC DES QUATRE VALLEES;CC;Communauté de communes;0;3;Rural;24;45;45-Lot;CVL/45-Lot
244500427;244500427;0;Communauté de communes des Loges;COMMUNAUTE DE COMMUNES DES LOGES;CC des Loges;CC DES LOGES;CC;Communauté de communes;0;3;Rural;24;45;45-Lot;CVL/45-Lot
244500468;244500468;0;Orléans Métropole;ORLEANS METROPOLE;Orléans Métropole;ORLEANS METROPOLE;MET;Métropole;1;1;Urbain dense;24;45;45-Lot;CVL/45-Lot
244500484;244500484;0;Communauté de communes de la Forêt;COMMUNAUTE DE COMMUNES DE LA FORET;CC de la Forêt;CC DE LA FORET;CC;Communauté de communes;0;3;Rural;24;45;45-Lot;CVL/45-Lot
244500542;244500542;0;Communauté de communes de la Plaine du Nord Loiret;COMMUNAUTE DE COMMUNES DE LA PLAINE DU NORD LOIRET;CC de la Plaine du Nord Loiret;CC DE LA PLAINE DU NORD LOIRET;CC;Communauté de communes;0;3;Rural;24;45;45-Lot;CVL/45-Lot
244600433;244600433;0;Communauté de communes de la Vallée du Lot et du Vignoble;COMMUNAUTE DE COMMUNES DE LA VALLEE DU LOT ET DU VIGNOBLE;CC de la Vallée du Lot et du Vignoble;CC DE LA VALLEE DU LOT ET DU VIGNOBLE;CC;Communauté de communes;0;3;Rural;76;46;46-Lot;OCC/46-Lot
244600482;244600482;0;Communauté de communes Quercy - Bouriane;COMMUNAUTE DE COMMUNES QUERCY BOURIANE;CC Quercy - Bouriane;CC QUERCY - BOURIANE;CC;Communauté de communes;0;3;Rural;76;46;46-Lot;OCC/46-Lot
244600532;244600532;0;Communauté de communes du Pays de Lalbenque-Limogne;COMMUNAUTE DE COMMUNES DU PAYS DE LALBENQUE LIMOGNE;CC du Pays de Lalbenque-Limogne;CC DU PAYS DE LALBENQUE-LIMOGNE;CC;Communauté de communes;0;3;Rural;76;46;46-Lot;OCC/46-Lot
244600573;244600573;0;Communauté de communes du Causse de Labastide-Murat;COMMUNAUTE DE COMMUNES DU CAUSSE DE LABASTIDE MURAT;CC du Causse de Labastide-Murat;CC DU CAUSSE DE LABASTIDE-MURAT;CC;Communauté de communes;0;3;Rural;76;46;46-Lot;OCC/46-Lot
244700449;244700449;0;Communauté de communes du Pays de Duras;COMMUNAUTE DE COMMUNES DU PAYS DE DURAS;CC du Pays de Duras;CC DU PAYS DE DURAS;CC;Communauté de communes;0;3;Rural;75;47;47-LeG;NAQ/47-LeG
244700464;244700464;0;Communauté de communes du Pays de Lauzun;COMMUNAUTE DE COMMUNES DU PAYS DE LAUZUN;CC du Pays de Lauzun;CC DU PAYS DE LAUZUN;CC;Communauté de communes;0;3;Rural;75;47;47-LeG;NAQ/47-LeG
244701355;244701355;0;Communauté de communes des Coteaux et Landes de Gascogne;COMMUNAUTE DE COMMUNES DES COTEAUX ET LANDES DE GASCOGNE;CC des Coteaux et Landes de Gascogne;CC DES COTEAUX ET LANDES DE GASCOGNE;CC;Communauté de communes;0;3;Rural;75;47;47-LeG;NAQ/47-LeG
244701405;244701405;0;Communauté de communes Lot et Tolzac;COMMUNAUTE DE COMMUNES LOT ET TOLZAC;CC Lot et Tolzac;CC LOT ET TOLZAC;CC;Communauté de communes;0;3;Rural;75;47;47-LeG;NAQ/47-LeG
244800405;244800405;0;Communauté de communes Cœur de Lozère;COMMUNAUTE DE COMMUNES CŒUR DE LOZERE;CC Cœur de Lozère;CC CŒUR DE LOZERE;CC;Communauté de communes;0;2;Urbain intermédiaire;76;48;48-Loz;OCC/48-Loz
244800470;244800470;0;Communauté de communes du Gévaudan;COMMUNAUTE DE COMMUNES DU GEVAUDAN;CC du Gévaudan;CC DU GEVAUDAN;CC;Communauté de communes;0;3;Rural;76;48;48-Loz;OCC/48-Loz
244900015;244900015;0;Communauté urbaine Angers Loire Métropole;COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE;CU Angers Loire Métropole;CU ANGERS LOIRE METROPOLE;CU;Communauté urbaine;0;1;Urbain dense;52;49;49-MeL;PDL/49-MeL
244900809;244900809;0;Communauté de communes Anjou Bleu Communauté;COMMUNAUTE DE COMMUNES ANJOU BLEU COMMUNAUTE;CC Anjou Bleu Communauté;CC ANJOU BLEU COMMUNAUTE;CC;Communauté de communes;0;3;Rural;52;49;49-MeL;PDL/49-MeL
244900882;244900882;0;Communauté de communes Baugeois Vallée;COMMUNAUTE DE COMMUNES BAUGEOIS VALLEE;CC Baugeois Vallée;CC BAUGEOIS VALLEE;CC;Communauté de communes;0;3;Rural;52;49;49-MeL;PDL/49-MeL
245100615;245100615;0;Communauté de communes de la Grande Vallée de la Marne;COMMUNAUTE DE COMMUNES DE LA GRANDE VALLEE DE LA MARNE;CC de la Grande Vallée de la Marne;CC DE LA GRANDE VALLEE DE LA MARNE;CC;Communauté de communes;0;3;Rural;44;51;51-Mar;GES/51-Mar
245100888;245100888;0;Communauté de communes de la Brie Champenoise;COMMUNAUTE DE COMMUNES DE LA BRIE CHAMPENOISE;CC de la Brie Champenoise;CC DE LA BRIE CHAMPENOISE;CC;Communauté de communes;0;3;Rural;44;51;51-Mar;GES/51-Mar
245100979;245100979;0;Communauté de communes du Sud Marnais;COMMUNAUTE DE COMMUNES DU SUD MARNAIS;CC du Sud Marnais;CC DU SUD MARNAIS;CC;Communauté de communes;0;3;Rural;44;51;51-Mar;GES/51-Mar
245200597;245200597;0;Communauté de communes des Trois Forêts;COMMUNAUTE DE COMMUNES DES TROIS FORETS;CC des Trois Forêts;CC DES TROIS FORETS;CC;Communauté de communes;0;3;Rural;44;52;52-HMa;GES/52-HMa
245300223;245300223;0;Communauté de communes du Pays de Meslay-Grez;COMMUNAUTE DE COMMUNES DU PAYS DE MESLAY GREZ;CC du Pays de Meslay-Grez;CC DU PAYS DE MESLAY-GREZ;CC;Communauté de communes;0;3;Rural;52;53;53-May;PDL/53-May
245300355;245300355;0;Communauté de communes de l'Ernée;COMMUNAUTE DE COMMUNES DE L ERNEE;CC de l'Ernée;CC DE L'ERNEE;CC;Communauté de communes;0;3;Rural;52;53;53-May;PDL/53-May
245300389;245300389;0;Communauté de communes du Bocage Mayennais;COMMUNAUTE DE COMMUNES DU BOCAGE MAYENNAIS;CC du Bocage Mayennais;CC DU BOCAGE MAYENNAIS;CC;Communauté de communes;0;3;Rural;52;53;53-May;PDL/53-May
245300447;245300447;0;Communauté de communes du Pays de Château-Gontier;COMMUNAUTE DE COMMUNES DU PAYS DE CHATEAU GONTIER;CC du Pays de Château-Gontier;CC DU PAYS DE CHATEAU-GONTIER;CC;Communauté de communes;0;3;Rural;52;53;53-May;PDL/53-May
245400171;245400171;0;Communauté de communes Moselle et Madon;COMMUNAUTE DE COMMUNES MOSELLE ET MADON;CC Moselle et Madon;CC MOSELLE ET MADON;CC;Communauté de communes;0;2;Urbain intermédiaire;44;54;54-MeM;GES/54-MeM
245400189;245400189;0;Communauté de communes des Pays du Sel et du Vermois;COMMUNAUTE DE COMMUNES DES PAYS DU SEL ET DU VERMOIS;CC des Pays du Sel et du Vermois;CC DES PAYS DU SEL ET DU VERMOIS;CC;Communauté de communes;0;2;Urbain intermédiaire;44;54;54-MeM;GES/54-MeM
245400262;245400262;0;Communauté d'agglomération Grand Longwy Agglomération;GRAND LONGWY AGGLOMERATION;Grand Longwy Agglomération;GRAND LONGWY AGGLOMERATION;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;44;54;54-MeM;GES/54-MeM
245400510;245400510;0;Communauté de communes du Pays de Colombey et du Sud Toulois;COMMUNAUTE DE COMMUNES DU PAYS DE COLOMBEY ET DU SUD TOULOIS;CC du Pays de Colombey et du Sud Toulois;CC DU PAYS DE COLOMBEY ET DU SUD TOULOIS;CC;Communauté de communes;0;3;Rural;44;54;54-MeM;GES/54-MeM
245400601;245400601;0;Communauté de communes du Bassin de Pompey;COMMUNAUTE DE COMMUNES DU BASSIN DE POMPEY;CC du Bassin de Pompey;CC DU BASSIN DE POMPEY;CC;Communauté de communes;0;2;Urbain intermédiaire;44;54;54-MeM;GES/54-MeM
245400676;245400676;0;Métropole du Grand Nancy;METROPOLE DU GRAND NANCY;MET du Grand Nancy;MET DU GRAND NANCY;MET;Métropole;1;1;Urbain dense;44;54;54-MeM;GES/54-MeM
245400759;245400759;0;Communauté de communes du Pays du Sanon;COMMUNAUTE DE COMMUNES DU PAYS DU SANON;CC du Pays du Sanon;CC DU PAYS DU SANON;CC;Communauté de communes;0;3;Rural;44;54;54-MeM;GES/54-MeM
245500327;245500327;0;Communauté de communes du Sammiellois;COMMUNAUTE DE COMMUNES DU SAMMIELLOIS;CC du Sammiellois;CC DU SAMMIELLOIS;CC;Communauté de communes;0;3;Rural;44;55;55-Meu;GES/55-Meu
245501176;245501176;0;Communauté de communes du Territoire de Fresnes-en-Woëvre;COMMUNAUTE DE COMMUNES DU TERRITOIRE DE FRESNES EN WOEVRE;CC du Territoire de Fresnes-en-Woëvre;CC DU TERRITOIRE DE FRESNES-EN-WOEVRE;CC;Communauté de communes;0;3;Rural;44;55;55-Meu;GES/55-Meu
245501184;245501184;0;Communauté de communes du Pays de Revigny-sur-Ornain;COMMUNAUTE DE COMMUNES DU PAYS DE REVIGNY SUR ORNAIN;CC du Pays de Revigny-sur-Ornain;CC DU PAYS DE REVIGNY-SUR-ORNAIN;CC;Communauté de communes;0;3;Rural;44;55;55-Meu;GES/55-Meu
245501242;245501242;0;Communauté de communes du Pays d'Étain;COMMUNAUTE DE COMMUNES DU PAYS D ETAIN;CC du Pays d'Étain;CC DU PAYS D'ETAIN;CC;Communauté de communes;0;3;Rural;44;55;55-Meu;GES/55-Meu
245501259;245501259;0;Communauté de communes du Pays de Montmédy;COMMUNAUTE DE COMMUNES DU PAYS DE MONTMEDY;CC du Pays de Montmédy;CC DU PAYS DE MONTMEDY;CC;Communauté de communes;0;3;Rural;44;55;55-Meu;GES/55-Meu
245600440;245600440;0;Communauté de communes Blavet Bellevue Océan Communauté;BLAVET BELLEVUE OCEAN COMMUNAUTE;Blavet Bellevue Océan Communauté;BLAVET BELLEVUE OCEAN COMMUNAUTE;CC;Communauté de communes;0;3;Rural;53;56;56-Mor;BRE/56-Mor
245600465;245600465;0;Communauté de communes de Belle-Île-en-Mer;COMMUNAUTE DE COMMUNES DE BELLE ILE EN MER;CC de Belle-Île-en-Mer;CC DE BELLE-ILE-EN-MER;CC;Communauté de communes;0;3;Rural;53;56;56-Mor;BRE/56-Mor
245614383;245614383;0;Communauté de communes Questembert Communauté;COMMUNAUTE DE COMMUNES QUESTEMBERT COMMUNAUTE;CC Questembert Communauté;CC QUESTEMBERT COMMUNAUTE;CC;Communauté de communes;0;3;Rural;53;56;56-Mor;BRE/56-Mor
245614417;245614417;0;Communauté de communes Roi Morvan Communauté;COMMUNAUTE DE COMMUNES ROI MORVAN COMMUNAUTE;CC Roi Morvan Communauté;CC ROI MORVAN COMMUNAUTE;CC;Communauté de communes;0;3;Rural;53;56;56-Mor;BRE/56-Mor
245614433;245614433;0;Communauté de communes Pontivy Communauté;COMMUNAUTE DE COMMUNES PONTIVY COMMUNAUTE;CC Pontivy Communauté;CC PONTIVY COMMUNAUTE;CC;Communauté de communes;0;3;Rural;53;56;56-Mor;BRE/56-Mor
245700133;245700133;0;Communauté de communes du District Urbain de Faulquemont;COMMUNAUTE DE COMMUNES DU DISTRICT URBAIN DE FAULQUEMONT;CC du District Urbain de Faulquemont;CC DU DISTRICT URBAIN DE FAULQUEMONT;CC;Communauté de communes;0;3;Rural;44;57;57-Mos;GES/57-Mos
245700372;245700372;0;Communauté d'agglomération de Forbach Porte de France;COMMUNAUTE D AGGLOMERATION DE FORBACH PORTE DE FRANCE;CA de Forbach Porte de France;CA DE FORBACH PORTE DE FRANCE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;44;57;57-Mos;GES/57-Mos
245700398;245700398;0;Communauté de communes de Freyming-Merlebach;COMMUNAUTE DE COMMUNES DE FREYMING MERLEBACH;CC de Freyming-Merlebach;CC DE FREYMING-MERLEBACH;CC;Communauté de communes;0;2;Urbain intermédiaire;44;57;57-Mos;GES/57-Mos
245700695;245700695;0;Communauté de communes de Cattenom et Environs;COMMUNAUTE DE COMMUNES DE CATTENOM ET ENVIRONS;CC de Cattenom et Environs;CC DE CATTENOM ET ENVIRONS;CC;Communauté de communes;0;3;Rural;44;57;57-Mos;GES/57-Mos
245700950;245700950;0;Communauté de communes du Pays de Phalsbourg;COMMUNAUTE DE COMMUNES DU PAYS DE PHALSBOURG;CC du Pays de Phalsbourg;CC DU PAYS DE PHALSBOURG;CC;Communauté de communes;0;3;Rural;44;57;57-Mos;GES/57-Mos
245701164;245701164;0;Communauté de communes du Warndt;COMMUNAUTE DE COMMUNES DU WARNDT;CC du Warndt;CC DU WARNDT;CC;Communauté de communes;0;2;Urbain intermédiaire;44;57;57-Mos;GES/57-Mos
245701206;245701206;0;Communauté de communes du Saulnois;COMMUNAUTE DE COMMUNES DU SAULNOIS;CC du Saulnois;CC DU SAULNOIS;CC;Communauté de communes;0;3;Rural;44;57;57-Mos;GES/57-Mos
245701222;245701222;0;Communauté d'agglomération du Val de Fensch;COMMUNAUTE D AGGLOMERATION DU VAL DE FENSCH;CA du Val de Fensch;CA DU VAL DE FENSCH;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;44;57;57-Mos;GES/57-Mos
245701271;245701271;0;Communauté de communes du Pays Orne Moselle;COMMUNAUTE DE COMMUNES DU PAYS ORNE MOSELLE;CC du Pays Orne Moselle;CC DU PAYS ORNE MOSELLE;CC;Communauté de communes;0;2;Urbain intermédiaire;44;57;57-Mos;GES/57-Mos
245701354;245701354;0;Communauté de communes de l'Arc Mosellan;COMMUNAUTE DE COMMUNES DE L ARC MOSELLAN;CC de l'Arc Mosellan;CC DE L'ARC MOSELLAN;CC;Communauté de communes;0;3;Rural;44;57;57-Mos;GES/57-Mos
245701362;245701362;0;Communauté d'agglomération Portes de France-Thionville;COMMUNAUTE D AGGLOMERATION PORTES DE FRANCE THIONVILLE;CA Portes de France-Thionville;CA PORTES DE FRANCE-THIONVILLE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;44;57;57-Mos;GES/57-Mos
245701404;245701404;0;Communauté de communes du Pays Haut Val d'Alzette;COMMUNAUTE DE COMMUNES DU PAYS HAUT VAL D ALZETTE;CC du Pays Haut Val d'Alzette;CC DU PAYS HAUT VAL D'ALZETTE;CC;Communauté de communes;0;2;Urbain intermédiaire;44;57;57-Mos;GES/57-Mos
245801063;245801063;0;Communauté de communes Loire et Allier;COMMUNAUTE DE COMMUNES LOIRE ET ALLIER;CC Loire et Allier;CC LOIRE ET ALLIER;CC;Communauté de communes;0;3;Rural;27;58;58-Niè;BFC/58-Niè
245804406;245804406;0;Communauté d'agglomération de Nevers;COMMUNAUTE D AGGLOMERATION DE NEVERS;CA de Nevers;CA DE NEVERS;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;27;58;58-Niè;BFC/58-Niè
245804497;245804497;0;Communauté de communes du Nivernais Bourbonnais;COMMUNAUTE DE COMMUNES DU NIVERNAIS BOURBONNAIS;CC du Nivernais Bourbonnais;CC DU NIVERNAIS BOURBONNAIS;CC;Communauté de communes;0;3;Rural;27;58;58-Niè;BFC/58-Niè
245900428;245900428;0;Communauté urbaine de Dunkerque;COMMUNAUTE URBAINE DE DUNKERQUE;CU de Dunkerque;CU DE DUNKERQUE;CU;Communauté urbaine;0;1;Urbain dense;32;59;59-Nor;HDF/59-Nor
245900758;245900758;0;Communauté de communes Flandre Lys;COMMUNAUTE DE COMMUNES FLANDRE LYS;CC Flandre Lys;CC FLANDRE LYS;CC;Communauté de communes;0;2;Urbain intermédiaire;32;59;59-Nor;HDF/59-Nor
245901038;245901038;0;Communauté de communes du Pays Solesmois;COMMUNAUTE DE COMMUNES DU PAYS SOLESMOIS;CC du Pays Solesmois;CC DU PAYS SOLESMOIS;CC;Communauté de communes;0;3;Rural;32;59;59-Nor;HDF/59-Nor
245901152;245901152;0;Communauté d'agglomération Cœur d'Ostrevent;COMMUNAUTE D AGGLOMERATION CŒUR D OSTREVENT;CA Cœur d'Ostrevent;CA CŒUR D'OSTREVENT;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;32;59;59-Nor;HDF/59-Nor
245901160;245901160;0;Communauté d'agglomération Valenciennes Métropole;COMMUNAUTE D AGGLOMERATION VALENCIENNES METROPOLE;CA Valenciennes Métropole;CA VALENCIENNES METROPOLE;CA;Communauté d'agglomération;0;1;Urbain dense;32;59;59-Nor;HDF/59-Nor
246000129;246000129;0;Communauté de communes du Liancourtois;COMMUNAUTE DE COMMUNES DU LIANCOURTOIS;CC du Liancourtois;CC DU LIANCOURTOIS;CC;Communauté de communes;0;2;Urbain intermédiaire;32;60;60-Ois;HDF/60-Ois
246000376;246000376;0;Communauté de communes du Clermontois;COMMUNAUTE DE COMMUNES DU CLERMONTOIS;CC du Clermontois;CC DU CLERMONTOIS;CC;Communauté de communes;0;2;Urbain intermédiaire;32;60;60-Ois;HDF/60-Ois
246000566;246000566;0;Communauté de communes du Plateau Picard;COMMUNAUTE DE COMMUNES DU PLATEAU PICARD;CC du Plateau Picard;CC DU PLATEAU PICARD;CC;Communauté de communes;0;3;Rural;32;60;60-Ois;HDF/60-Ois
246000582;246000582;0;Communauté de communes des Sablons;COMMUNAUTE DE COMMUNES DES SABLONS;CC des Sablons;CC DES SABLONS;CC;Communauté de communes;0;3;Rural;32;60;60-Ois;HDF/60-Ois
246000707;246000707;0;Communauté de communes du Vexin-Thelle;COMMUNAUTE DE COMMUNES DU VEXIN THELLE;CC du Vexin-Thelle;CC DU VEXIN-THELLE;CC;Communauté de communes;0;3;Rural;32;60;60-Ois;HDF/60-Ois
246000749;246000749;0;Communauté de communes des Lisières de l'Oise;COMMUNAUTE DE COMMUNES DES LISIERES DE L OISE;CC des Lisières de l'Oise;CC DES LISIERES DE L'OISE;CC;Communauté de communes;0;3;Rural;32;60;60-Ois;HDF/60-Ois
246000756;246000756;0;Communauté de communes du Pays Noyonnais;COMMUNAUTE DE COMMUNES DU PAYS NOYONNAIS;CC du Pays Noyonnais;CC DU PAYS NOYONNAIS;CC;Communauté de communes;0;3;Rural;32;60;60-Ois;HDF/60-Ois
246000764;246000764;0;Communauté de communes de l'Aire Cantilienne;COMMUNAUTE DE COMMUNES DE L AIRE CANTILIENNE;CC de l'Aire Cantilienne;CC DE L'AIRE CANTILIENNE;CC;Communauté de communes;0;2;Urbain intermédiaire;32;60;60-Ois;HDF/60-Ois
246000772;246000772;0;Communauté de communes des Deux Vallées;COMMUNAUTE DE COMMUNES DES DEUX VALLEES;CC des Deux Vallées;CC DES DEUX VALLEES;CC;Communauté de communes;0;3;Rural;32;60;60-Ois;HDF/60-Ois
246000848;246000848;0;Communauté de communes de la Picardie Verte;COMMUNAUTE DE COMMUNES DE LA PICARDIE VERTE;CC de la Picardie Verte;CC DE LA PICARDIE VERTE;CC;Communauté de communes;0;3;Rural;32;60;60-Ois;HDF/60-Ois
246000855;246000855;0;Communauté de communes du Pays des Sources;COMMUNAUTE DE COMMUNES DU PAYS DES SOURCES;CC du Pays des Sources;CC DU PAYS DES SOURCES;CC;Communauté de communes;0;3;Rural;32;60;60-Ois;HDF/60-Ois
246000871;246000871;0;Communauté de communes du Pays de Valois;COMMUNAUTE DE COMMUNES DU PAYS DE VALOIS;CC du Pays de Valois;CC DU PAYS DE VALOIS;CC;Communauté de communes;0;3;Rural;32;60;60-Ois;HDF/60-Ois
246000897;246000897;0;Communauté de communes de la Plaine d'Estrées;COMMUNAUTE DE COMMUNES DE LA PLAINE D ESTREES;CC de la Plaine d'Estrées;CC DE LA PLAINE D'ESTREES;CC;Communauté de communes;0;3;Rural;32;60;60-Ois;HDF/60-Ois
246000913;246000913;0;Communauté de communes du Pays de Bray;COMMUNAUTE DE COMMUNES DU PAYS DE BRAY;CC du Pays de Bray;CC DU PAYS DE BRAY;CC;Communauté de communes;0;3;Rural;32;60;60-Ois;HDF/60-Ois
246000921;246000921;0;Communauté de communes des Pays d'Oise et d'Halatte;COMMUNAUTE DE COMMUNES DES PAYS D OISE ET D HALATTE;CC des Pays d'Oise et d'Halatte;CC DES PAYS D'OISE ET D'HALATTE;CC;Communauté de communes;0;2;Urbain intermédiaire;32;60;60-Ois;HDF/60-Ois
246100390;246100390;0;Communauté de communes du Val d'Orne;COMMUNAUTE DE COMMUNES DU VAL D ORNE;CC du Val d'Orne;CC DU VAL D'ORNE;CC;Communauté de communes;0;3;Rural;28;61;61-Orn;NOR/61-Orn
246100663;246100663;0;Communauté urbaine d'Alençon;COMMUNAUTE URBAINE D ALENCON;CU d'Alençon;CU D'ALENCON;CU;Communauté urbaine;0;2;Urbain intermédiaire;28;61;61-Orn;NOR/61-Orn
246200299;246200299;0;Communauté d'agglomération d'Hénin-Carvin;COMMUNAUTE D AGGLOMERATION D HENIN CARVIN;CA d'Hénin-Carvin;CA D'HENIN-CARVIN;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;32;62;62-PdC;HDF/62-PdC
