"AAV2020";"AAV2020lib";"AAV2020libNCC";"TAAV2017";"TAAV2017lib";"TAAV2017libNCC";"TDAAV2017";"TDAAV2017lib";"TDAAV2017libNCC";"NB_COM";"dens3";"REG_dom";"DEP_dom";"DEPshort_dom";"regdep"
"641";"Saint-Amour";"SAINT AMOUR";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";7;3;"27";"39";"39-Jur";"BFC/39-Jur"
"642";"Saint-Père-en-Retz";"SAINT PERE EN RETZ";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"52";"44";"44-LoA";"PDL/44-LoA"
"643";"Isigny-sur-Mer";"ISIGNY SUR MER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";5;3;"28";"14";"14-Cal";"NOR/14-Cal"
"644";"Bar-sur-Seine";"BAR SUR SEINE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";7;3;"44";"10";"10-Aub";"GES/10-Aub"
"645";"Aime-la-Plagne";"AIME LA PLAGNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"84";"73";"73-Sav";"ARA/73-Sav"
"646";"Niederbronn-les-Bains";"NIEDERBRONN LES BAINS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"44";"67";"67-BRh";"GES/67-BRh"
"647";"Durtal";"DURTAL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"52";"49";"49-MeL";"PDL/49-MeL"
"648";"Luneray";"LUNERAY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";8;3;"28";"76";"76-SMa";"NOR/76-SMa"
"649";"Saint-Georges-de-Reneins";"SAINT GEORGES DE RENEINS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"84";"69";"69-Rhô";"ARA/69-Rhô"
"650";"Steenvoorde";"STEENVOORDE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"32";"59";"59-Nor";"HDF/59-Nor"
"651";"Saint-Laurent-Nouan";"SAINT LAURENT NOUAN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"24";"41";"41-LeC";"CVL/41-LeC"
"652";"Culoz-Béon";"CULOZ BEON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"84";"01";"01-Ain";"ARA/01-Ain"
"653";"Brionne";"BRIONNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"28";"27";"27-Eur";"NOR/27-Eur"
"654";"Mirande";"MIRANDE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"76";"32";"32-Ger";"OCC/32-Ger"
"655";"Mazères";"MAZERES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"76";"09";"09-Ari";"OCC/09-Ari"
"656";"Malestroit";"MALESTROIT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"53";"56";"56-Mor";"BRE/56-Mor"
"657";"Bouxwiller";"BOUXWILLER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"44";"67";"67-BRh";"GES/67-BRh"
"658";"Lessay";"LESSAY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;3;"28";"50";"50-Man";"NOR/50-Man"
"659";"Bouchain";"BOUCHAIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"32";"59";"59-Nor";"HDF/59-Nor"
"660";"Suippes";"SUIPPES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"44";"51";"51-Mar";"GES/51-Mar"
"661";"Tartas";"TARTAS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"75";"40";"40-Lan";"NAQ/40-Lan"
"662";"Fessenheim";"FESSENHEIM";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"44";"68";"68-HRh";"GES/68-HRh"
"663";"Plancoët";"PLANCOET";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"53";"22";"22-CdA";"BRE/22-CdA"
"664";"Castets";"CASTETS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"75";"40";"40-Lan";"NAQ/40-Lan"
"665";"Tarascon-sur-Ariège";"TARASCON SUR ARIEGE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";6;3;"76";"09";"09-Ari";"OCC/09-Ari"
"666";"Moréac";"MOREAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"53";"56";"56-Mor";"BRE/56-Mor"
"667";"Broons";"BROONS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"53";"22";"22-CdA";"BRE/22-CdA"
"668";"Tréguier";"TREGUIER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"53";"22";"22-CdA";"BRE/22-CdA"
"669";"Méaulte";"MEAULTE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";9;3;"32";"80";"80-Som";"HDF/80-Som"
"670";"Chablis";"CHABLIS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";7;3;"27";"89";"89-Yon";"BFC/89-Yon"
"671";"Saint-Étienne-de-Saint-Geoirs";"SAINT ETIENNE DE SAINT GEOIRS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"84";"38";"38-Isè";"ARA/38-Isè"
"672";"Saint-Julien-du-Sault";"SAINT JULIEN DU SAULT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"27";"89";"89-Yon";"BFC/89-Yon"
"673";"Soultz-sous-Forêts";"SOULTZ SOUS FORETS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"44";"67";"67-BRh";"GES/67-BRh"
"674";"Saint-Venant";"SAINT VENANT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"32";"62";"62-PdC";"HDF/62-PdC"
"675";"Le Bar-sur-Loup";"LE BAR SUR LOUP";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"93";"06";"06-AMa";"PACA/06-AMa"
"676";"Le Pouzin";"LE POUZIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"84";"07";"07-Ard";"ARA/07-Ard"
"677";"Saint-Geours-de-Maremne";"SAINT GEOURS DE MAREMNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"75";"40";"40-Lan";"NAQ/40-Lan"
"678";"Chaulnes";"CHAULNES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;3;"32";"80";"80-Som";"HDF/80-Som"
"679";"Montreuil-sur-Mer";"MONTREUIL SUR MER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"32";"62";"62-PdC";"HDF/62-PdC"
"680";"Flamanville";"FLAMANVILLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"28";"50";"50-Man";"NOR/50-Man"
"681";"Val-d'Isère";"VAL D ISERE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"84";"73";"73-Sav";"ARA/73-Sav"
"682";"Villers-la-Montagne";"VILLERS LA MONTAGNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"44";"54";"54-MeM";"GES/54-MeM"
"9A1";"Les Abymes";"LES ABYMES";3;"Aire de 200 000 à moins de 700 000 habitants";"AIRE DE 200 000 A MOINS DE 700 000 HABITANTS";32;"Aire de 300 000 à moins de 400 000 habitants";"AIRE DE 300 000 A MOINS DE 400 000 HABITANTS";18;2;"1";"971";"971-Gua";"GUA/971-Gua"
"9A2";"Basse-Terre";"BASSE TERRE";2;"Aire de 50 000 à moins de 200 000 habitants";"AIRE DE 50 000 A MOINS DE 200 000 HABITANTS";21;"Aire de 50 000 à moins de 75 000 habitants";"AIRE DE 50 000 A MOINS DE 75 000 HABITANTS";7;2;"1";"971";"971-Gua";"GUA/971-Gua"
"9A3";"Bouillante";"BOUILLANTE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"1";"971";"971-Gua";"GUA/971-Gua"
"9B1";"Fort-de-France";"FORT DE FRANCE";3;"Aire de 200 000 à moins de 700 000 habitants";"AIRE DE 200 000 A MOINS DE 700 000 HABITANTS";32;"Aire de 300 000 à moins de 400 000 habitants";"AIRE DE 300 000 A MOINS DE 400 000 HABITANTS";28;2;"2";"972";"972-Mar";"MAR/972-Mar"
"9B2";"Le Lorrain";"LE LORRAIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"2";"972";"972-Mar";"MAR/972-Mar"
"9B3";"Basse-Pointe";"BASSE POINTE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;3;"2";"972";"972-Mar";"MAR/972-Mar"
"9C1";"Cayenne";"CAYENNE";2;"Aire de 50 000 à moins de 200 000 habitants";"AIRE DE 50 000 A MOINS DE 200 000 HABITANTS";24;"Aire de 125 000 à moins de 150 000 habitants";"AIRE DE 125 000 A MOINS DE 150 000 HABITANTS";6;2;"3";"973";"973-Guy";"GUY/973-Guy"
"9C2";"Saint-Laurent-du-Maroni";"SAINT LAURENT DU MARONI";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";1;2;"3";"973";"973-Guy";"GUY/973-Guy"
"9C3";"Kourou";"KOUROU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";2;2;"3";"973";"973-Guy";"GUY/973-Guy"
"9D1";"Saint-Denis";"SAINT DENIS";3;"Aire de 200 000 à moins de 700 000 habitants";"AIRE DE 200 000 A MOINS DE 700 000 HABITANTS";32;"Aire de 300 000 à moins de 400 000 habitants";"AIRE DE 300 000 A MOINS DE 400 000 HABITANTS";6;2;"4";"974";"974-Réu";"REU/974-Réu"
"9D2";"Saint-Pierre - Le Tampon";"SAINT PIERRE LE TAMPON";3;"Aire de 200 000 à moins de 700 000 habitants";"AIRE DE 200 000 A MOINS DE 700 000 HABITANTS";31;"Aire de 200 000 à moins de 300 000 habitants";"AIRE DE 200 000 A MOINS DE 300 000 HABITANTS";5;2;"4";"974";"974-Réu";"REU/974-Réu"
"9D3";"Le Port";"LE PORT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";1;2;"4";"974";"974-Réu";"REU/974-Réu"
"9D4";"Saint-Paul";"SAINT PAUL";2;"Aire de 50 000 à moins de 200 000 habitants";"AIRE DE 50 000 A MOINS DE 200 000 HABITANTS";25;"Aire de 150 000 à moins de 200 000 habitants";"AIRE DE 150 000 A MOINS DE 200 000 HABITANTS";5;2;"4";"974";"974-Réu";"REU/974-Réu"
"9D5";"Saint-Louis";"SAINT LOUIS";2;"Aire de 50 000 à moins de 200 000 habitants";"AIRE DE 50 000 A MOINS DE 200 000 HABITANTS";21;"Aire de 50 000 à moins de 75 000 habitants";"AIRE DE 50 000 A MOINS DE 75 000 HABITANTS";1;1;"4";"974";"974-Réu";"REU/974-Réu"
"9D6";"Saint-Benoît";"SAINT BENOIT";2;"Aire de 50 000 à moins de 200 000 habitants";"AIRE DE 50 000 A MOINS DE 200 000 HABITANTS";21;"Aire de 50 000 à moins de 75 000 habitants";"AIRE DE 50 000 A MOINS DE 75 000 HABITANTS";3;2;"4";"974";"974-Réu";"REU/974-Réu"
"9D7";"Salazie";"SALAZIE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"4";"974";"974-Réu";"REU/974-Réu"
"9F1";"Mamoudzou";"MAMOUDZOU";3;"Aire de 200 000 à moins de 700 000 habitants";"AIRE DE 200 000 A MOINS DE 700 000 HABITANTS";31;"Aire de 200 000 à moins de 300 000 habitants";"AIRE DE 200 000 A MOINS DE 300 000 HABITANTS";17;2;"6";"976";"976-May";"MAY/976-May"
"BAL";"Bâle - Saint-Louis (partie française)";"BALE SAINT LOUIS (PARTIE FRANCAISE)";3;"Aire de 200 000 à moins de 700 000 habitants";"AIRE DE 200 000 A MOINS DE 700 000 HABITANTS";34;"Aire de 500 000 à moins de 700 000 habitants";"AIRE DE 500 000 A MOINS DE 700 000 HABITANTS";94;2;"44";"68";"68-HRh";"GES/68-HRh"
"CHA";"Charleroi (partie française)";"CHARLEROI (PARTIE FRANCAISE)";3;"Aire de 200 000 à moins de 700 000 habitants";"AIRE DE 200 000 A MOINS DE 700 000 HABITANTS";34;"Aire de 500 000 à moins de 700 000 habitants";"AIRE DE 500 000 A MOINS DE 700 000 HABITANTS";1;3;"32";"59";"59-Nor";"HDF/59-Nor"
"GEN";"Genève - Annemasse (partie française)";"GENEVE ANNEMASSE (PARTIE FRANCAISE)";4;"Aire de 700 000 habitants ou plus (hors Paris)";"AIRE DE 700 000 HABITANTS OU PLUS (HORS PARIS)";41;"Aire de 700 000 à moins de 1 000 000 d'habitants";"AIRE DE 700 000 A MOINS DE 1 000 000 D HABITANTS";158;2;"84";"74";"74-HSv";"ARA/74-HSv"
"LAU";"Lausanne (partie française)";"LAUSANNE (PARTIE FRANCAISE)";3;"Aire de 200 000 à moins de 700 000 habitants";"AIRE DE 200 000 A MOINS DE 700 000 HABITANTS";33;"Aire de 400 000 à moins de 500 000 habitants";"AIRE DE 400 000 A MOINS DE 500 000 HABITANTS";3;2;"84";"74";"74-HSv";"ARA/74-HSv"
"LUX";"Luxembourg (partie française)";"LUXEMBOURG (PARTIE FRANCAISE)";4;"Aire de 700 000 habitants ou plus (hors Paris)";"AIRE DE 700 000 HABITANTS OU PLUS (HORS PARIS)";41;"Aire de 700 000 à moins de 1 000 000 d'habitants";"AIRE DE 700 000 A MOINS DE 1 000 000 D HABITANTS";115;2;"44";"57";"57-Mos";"GES/57-Mos"
"MON";"Monaco - Menton (partie française)";"MONACO MENTON (PARTIE FRANCAISE)";2;"Aire de 50 000 à moins de 200 000 habitants";"AIRE DE 50 000 A MOINS DE 200 000 HABITANTS";23;"Aire de 100 000 à moins de 125 000 habitants";"AIRE DE 100 000 A MOINS DE 125 000 HABITANTS";12;2;"93";"06";"06-AMa";"PACA/06-AMa"
"SAR";"Sarrebruck (partie française)";"SARREBRUCK (PARTIE FRANCAISE)";4;"Aire de 700 000 habitants ou plus (hors Paris)";"AIRE DE 700 000 HABITANTS OU PLUS (HORS PARIS)";41;"Aire de 700 000 à moins de 1 000 000 d'habitants";"AIRE DE 700 000 A MOINS DE 1 000 000 D HABITANTS";12;2;"44";"57";"57-Mos";"GES/57-Mos"
